Year,Experiment,Plot,Subplot,BigBioPlot#,Block#,TreatmentCode,BigBioNumSp,FertTrt,Species,Mass g/m^2)
2022,E244,81,,220,,Insecticide,16,n,Poa pratensis,0.4
2022,E244,81,,220,,Insecticide,16,n,Real Weeds,2.42
2022,E244,81,,220,,Insecticide,16,n,Schizachyrium scoparium,35.2
2022,E244,81,,220,,Insecticide,16,n,Sorghastrum nutans,30.9
2022,E244,82,,220,,Control,16,n,Achillea millefolium(lanulosa),0.13
2022,E244,82,,220,,Control,16,n,Amorpha canescens,73.4
2022,E244,82,,220,,Control,16,n,Andropogon gerardi,1.02
2022,E244,82,,220,,Control,16,n,Lespedeza capitata,73.6
2022,E244,82,,220,,Control,16,n,Miscellaneous litter,13.9
2022,E244,82,,220,,Control,16,n,Panicum virgatum,12.8
2022,E244,82,,220,,Control,16,n,Petalostemum purpureum,8.61
2022,E244,82,,220,,Control,16,n,Poa pratensis,0.59
2022,E244,82,,220,,Control,16,n,Real Weeds,10.37
2022,E244,82,,220,,Control,16,n,Schizachyrium scoparium,44.7
2022,E244,82,,220,,Control,16,n,Sorghastrum nutans,34.6
2022,E244,83,,220,,SoilDrenchFungicide,16,n,Amorpha canescens,274.4
2022,E244,83,,220,,SoilDrenchFungicide,16,n,Andropogon gerardi,64.1
2022,E244,83,,220,,SoilDrenchFungicide,16,n,Lespedeza capitata,8.31
2022,E244,83,,220,,SoilDrenchFungicide,16,n,Lupinus perennis,4.89
2022,E244,83,,220,,SoilDrenchFungicide,16,n,Miscellaneous litter,20.1
2022,E244,83,,220,,SoilDrenchFungicide,16,n,Poa pratensis,2.15
2022,E244,83,,220,,SoilDrenchFungicide,16,n,Schizachyrium scoparium,29.8
2022,E244,83,,220,,SoilDrenchFungicide,16,n,Solidago rigida,0.22
2022,E244,83,,220,,SoilDrenchFungicide,16,n,Sorghastrum nutans,77.6
2022,E244,84,,220,,AllPesticides,16,n,Andropogon gerardi,73.2
2022,E244,84,,220,,AllPesticides,16,n,Koeleria cristata,0.32
2022,E244,84,,220,,AllPesticides,16,n,Lespedeza capitata,87.4
2022,E244,84,,220,,AllPesticides,16,n,Lupinus perennis,3.86
2022,E244,84,,220,,AllPesticides,16,n,Poa pratensis,1.24
2022,E244,84,,220,,AllPesticides,16,n,Solidago rigida,48.8
2022,E244,84,,220,,AllPesticides,16,n,Sorghastrum nutans,39.2
2022,E244,85,,220,,FoliarFungicide,16,n,Andropogon gerardi,83.7
2022,E244,85,,220,,FoliarFungicide,16,n,Lupinus perennis,7.02
2022,E244,85,,220,,FoliarFungicide,16,n,Poa pratensis,12.51
2022,E244,85,,220,,FoliarFungicide,16,n,Schizachyrium scoparium,15.24
2022,E244,85,,220,,FoliarFungicide,16,n,Solidago rigida,130.8
2022,E244,85,,220,,FoliarFungicide,16,n,Sorghastrum nutans,14.72
2022,E244,86,,223,,Insecticide,4,n,Koeleria cristata,16.49
2022,E244,86,,223,,Insecticide,4,n,Liatris aspera,157.3
2022,E244,86,,223,,Insecticide,4,n,Miscellaneous litter,1.08
2022,E244,86,,223,,Insecticide,4,n,Poa pratensis,16.49
2022,E244,86,,223,,Insecticide,4,n,Real Weeds,6.93
2022,E244,87,,223,,Control,4,n,Koeleria cristata,7.23
2022,E244,87,,223,,Control,4,n,Liatris aspera,151.8
2022,E244,87,,223,,Control,4,n,Miscellaneous litter,22.4
2022,E244,87,,223,,Control,4,n,Real Weeds,3.15
2022,E244,88,,223,,FoliarFungicide,4,n,Koeleria cristata,4.35
2022,E244,88,,223,,FoliarFungicide,4,n,Liatris aspera,83.3
2022,E244,88,,223,,FoliarFungicide,4,n,Miscellaneous litter,33.2
2022,E244,88,,223,,FoliarFungicide,4,n,Poa pratensis,1.61
2022,E244,88,,223,,FoliarFungicide,4,n,Real Weeds,2.75
2022,E244,89,,223,,SoilDrenchFungicide,4,n,Koeleria cristata,2.75
2022,E244,89,,223,,SoilDrenchFungicide,4,n,Liatris aspera,109.9
2022,E244,89,,223,,SoilDrenchFungicide,4,n,Miscellaneous litter,11.34
2022,E244,89,,223,,SoilDrenchFungicide,4,n,Real Weeds,8.68
2022,E244,90,,223,,AllPesticides,4,n,Koeleria cristata,20.05
2022,E244,90,,223,,AllPesticides,4,n,Liatris aspera,123.2
2022,E244,90,,223,,AllPesticides,4,n,Miscellaneous litter,8.35
2022,E244,90,,223,,AllPesticides,4,n,Poa pratensis,0.07
2022,E244,90,,223,,AllPesticides,4,n,Real Weeds,0.56
2022,E244,91,,229,,Insecticide,4,n,Andropogon gerardi,14.84
2022,E244,91,,229,,Insecticide,4,n,Miscellaneous litter,0.61
2022,E244,91,,229,,Insecticide,4,n,Petalostemum purpureum,12.79
2022,E244,91,,229,,Insecticide,4,n,Poa pratensis,1.18
2022,E244,91,,229,,Insecticide,4,n,Real Weeds,12.16
2022,E244,91,,229,,Insecticide,4,n,Schizachyrium scoparium,107.2
2022,E244,92,,229,,SoilDrenchFungicide,4,n,Andropogon gerardi,62.5
2022,E244,92,,229,,SoilDrenchFungicide,4,n,Miscellaneous litter,1.51
2022,E244,92,,229,,SoilDrenchFungicide,4,n,Petalostemum purpureum,14.3
2022,E244,92,,229,,SoilDrenchFungicide,4,n,Poa pratensis,0.69
2022,E244,92,,229,,SoilDrenchFungicide,4,n,Real Weeds,20.3
2022,E244,92,,229,,SoilDrenchFungicide,4,n,Schizachyrium scoparium,75.2
2022,E244,93,,229,,Control,4,n,Andropogon gerardi,8.06
2022,E244,93,,229,,Control,4,n,Petalostemum purpureum,10.31
2022,E244,93,,229,,Control,4,n,Poa pratensis,1.81
2022,E244,93,,229,,Control,4,n,Real Weeds,4.76
2022,E244,93,,229,,Control,4,n,Schizachyrium scoparium,68.7
2022,E244,94,,229,,FoliarFungicide,4,n,Andropogon gerardi,0.1
2022,E244,94,,229,,FoliarFungicide,4,n,Miscellaneous litter,0.38
2022,E244,94,,229,,FoliarFungicide,4,n,Petalostemum purpureum,32.8
2022,E244,94,,229,,FoliarFungicide,4,n,Poa pratensis,1.34
2022,E244,94,,229,,FoliarFungicide,4,n,Real Weeds,4.67
2022,E244,94,,229,,FoliarFungicide,4,n,Schizachyrium scoparium,95.9
2022,E244,95,,229,,AllPesticides,4,n,Andropogon gerardi,1.46
2022,E244,95,,229,,AllPesticides,4,n,Miscellaneous litter,3.49
2022,E244,95,,229,,AllPesticides,4,n,Petalostemum purpureum,47.7
2022,E244,95,,229,,AllPesticides,4,n,Real Weeds,6.49
2022,E244,95,,229,,AllPesticides,4,n,Schizachyrium scoparium,80.2
2022,E244,96,,230,,AllPesticides,1,n,Miscellaneous litter,0.23
2022,E244,96,,230,,AllPesticides,1,n,Panicum virgatum,108.4
2022,E244,96,,230,,AllPesticides,1,n,Real Weeds,14.23
2022,E244,97,,230,,Insecticide,1,n,Miscellaneous litter,0.72
2022,E244,97,,230,,Insecticide,1,n,Panicum virgatum,17.37
2022,E244,97,,230,,Insecticide,1,n,Real Weeds,19.3
2022,E244,98,,230,,Control,1,n,Panicum virgatum,70.2
2022,E244,98,,230,,Control,1,n,Real Weeds,40.2
2022,E244,99,,230,,FoliarFungicide,1,n,Miscellaneous litter,0.61
2022,E244,99,,230,,FoliarFungicide,1,n,Panicum virgatum,36.2
2022,E244,99,,230,,FoliarFungicide,1,n,Real Weeds,26.1
2022,E244,100,,230,,SoilDrenchFungicide,1,n,Panicum virgatum,0.53
2022,E244,100,,230,,SoilDrenchFungicide,1,n,Real Weeds,19.1
2022,E244,101,,233,,SoilDrenchFungicide,4,n,Liatris aspera,19.7
2022,E244,101,,233,,SoilDrenchFungicide,4,n,Miscellaneous litter,51.6
2022,E244,101,,233,,SoilDrenchFungicide,4,n,Petalostemum purpureum,54.6
2022,E244,101,,233,,SoilDrenchFungicide,4,n,Poa pratensis,29
2022,E244,101,,233,,SoilDrenchFungicide,4,n,Real Weeds,28.3
2022,E244,102,,233,,AllPesticides,4,n,Liatris aspera,109
2022,E244,102,,233,,AllPesticides,4,n,Miscellaneous litter,62
2022,E244,102,,233,,AllPesticides,4,n,Petalostemum purpureum,85.9
2022,E244,102,,233,,AllPesticides,4,n,Poa pratensis,25.7
2022,E244,102,,233,,AllPesticides,4,n,Real Weeds,15.85
2022,E244,103,,233,,FoliarFungicide,4,n,Miscellaneous litter,35.4
2022,E244,103,,233,,FoliarFungicide,4,n,Petalostemum purpureum,136.7
2022,E244,103,,233,,FoliarFungicide,4,n,Poa pratensis,51.9
2022,E244,103,,233,,FoliarFungicide,4,n,Real Weeds,10.9
2022,E244,104,,233,,Control,4,n,Miscellaneous litter,80.8
2022,E244,104,,233,,Control,4,n,Petalostemum purpureum,85.4
2022,E244,104,,233,,Control,4,n,Poa pratensis,77.3
2022,E244,104,,233,,Control,4,n,Real Weeds,1.53
2022,E244,105,,233,,Insecticide,4,n,Liatris aspera,339.6
2022,E244,105,,233,,Insecticide,4,n,Miscellaneous litter,25
2022,E244,105,,233,,Insecticide,4,n,Petalostemum purpureum,82.1
2022,E244,105,,233,,Insecticide,4,n,Real Weeds,27
2022,E244,106,,237,,SoilDrenchFungicide,1,n,Real Weeds,45.5
2022,E244,107,,237,,Control,1,n,Real Weeds,19.8
2022,E244,108,,237,,Insecticide,1,n,Real Weeds,36.6
2022,E244,109,,237,,AllPesticides,1,n,Real Weeds,30.7
2022,E244,110,,237,,FoliarFungicide,1,n,Real Weeds,84
2022,E244,111,,249,,FoliarFungicide,32,n,Amorpha canescens,301.1
2022,E244,111,,249,,FoliarFungicide,32,n,Andropogon gerardi,23.9
2022,E244,111,,249,,FoliarFungicide,32,n,Bouteloua curtipendula,2.55
2022,E244,111,,249,,FoliarFungicide,32,n,Bouteloua gracilis,0.27
2022,E244,111,,249,,FoliarFungicide,32,n,Coreopsis palmata,57.7
2022,E244,111,,249,,FoliarFungicide,32,n,Miscellaneous litter,31.4
2022,E244,111,,249,,FoliarFungicide,32,n,Poa pratensis,26.2
2022,E244,111,,249,,FoliarFungicide,32,n,Real Weeds,0.49
2022,E244,111,,249,,FoliarFungicide,32,n,Schizachyrium scoparium,8.22
2022,E244,111,,249,,FoliarFungicide,32,n,Solidago rigida,10.33
2022,E244,111,,249,,FoliarFungicide,32,n,Sorghastrum nutans,20.92
2022,E244,112,,249,,SoilDrenchFungicide,32,n,Achillea millefolium(lanulosa),0.68
2022,E244,112,,249,,SoilDrenchFungicide,32,n,Andropogon gerardi,8.12
2022,E244,112,,249,,SoilDrenchFungicide,32,n,Bouteloua gracilis,0.21
2022,E244,112,,249,,SoilDrenchFungicide,32,n,Coreopsis palmata,43.4
2022,E244,112,,249,,SoilDrenchFungicide,32,n,Liatris aspera,0.36
2022,E244,112,,249,,SoilDrenchFungicide,32,n,Lupinus perennis,24.5
2022,E244,112,,249,,SoilDrenchFungicide,32,n,Poa pratensis,2.12
2022,E244,112,,249,,SoilDrenchFungicide,32,n,Real Weeds,15
2022,E244,112,,249,,SoilDrenchFungicide,32,n,Schizachyrium scoparium,8.77
2022,E244,112,,249,,SoilDrenchFungicide,32,n,Solidago nemoralis,14.95
2022,E244,112,,249,,SoilDrenchFungicide,32,n,Sorghastrum nutans,41.7
2022,E244,113,,249,,AllPesticides,32,n,Achillea millefolium(lanulosa),1.15
2022,E244,113,,249,,AllPesticides,32,n,Andropogon gerardi,118.6
2022,E244,113,,249,,AllPesticides,32,n,Coreopsis palmata,16.4
2022,E244,113,,249,,AllPesticides,32,n,Lespedeza capitata,10.47
2022,E244,113,,249,,AllPesticides,32,n,Lupinus perennis,38.8
2022,E244,113,,249,,AllPesticides,32,n,Panicum virgatum,9.24
2022,E244,113,,249,,AllPesticides,32,n,Poa pratensis,0.7
2022,E244,113,,249,,AllPesticides,32,n,Real Weeds,1.3
2022,E244,113,,249,,AllPesticides,32,n,Schizachyrium scoparium,12.09
2022,E244,113,,249,,AllPesticides,32,n,Solidago nemoralis,63.9
2022,E244,113,,249,,AllPesticides,32,n,Sorghastrum nutans,102.2
2022,E244,114,,249,,Control,32,n,Andropogon gerardi,124.5
2022,E244,114,,249,,Control,32,n,Asclepias tuberosa,52.5
2022,E244,114,,249,,Control,32,n,Bouteloua gracilis,1.12
2022,E244,114,,249,,Control,32,n,Coreopsis palmata,41.5
2022,E244,114,,249,,Control,32,n,Lespedeza capitata,10.06
2022,E244,114,,249,,Control,32,n,Lupinus perennis,14.8
2022,E244,114,,249,,Control,32,n,Poa pratensis,1.36
2022,E244,114,,249,,Control,32,n,Real Weeds,2.16
2022,E244,114,,249,,Control,32,n,Schizachyrium scoparium,8.06
2022,E244,114,,249,,Control,32,n,Sorghastrum nutans,3.33
2022,E244,115,,249,,Insecticide,32,n,Achillea millefolium(lanulosa),0.83
2022,E244,115,,249,,Insecticide,32,n,Andropogon gerardi,249.8
2022,E244,115,,249,,Insecticide,32,n,Koeleria cristata,0.23
2022,E244,115,,249,,Insecticide,32,n,Lupinus perennis,1.56
2022,E244,115,,249,,Insecticide,32,n,Miscellaneous litter,2.24
2022,E244,115,,249,,Insecticide,32,n,Petalostemum candidum,2.55
2022,E244,115,,249,,Insecticide,32,n,Poa pratensis,0.88
2022,E244,115,,249,,Insecticide,32,n,Real Weeds,3.15
2022,E244,115,,249,,Insecticide,32,n,Sorghastrum nutans,1.87
2022,E244,116,,253,,SoilDrenchFungicide,16,n,Achillea millefolium(lanulosa),4.01
2022,E244,116,,253,,SoilDrenchFungicide,16,n,Andropogon gerardi,90.4
2022,E244,116,,253,,SoilDrenchFungicide,16,n,Lupinus perennis,15.2
2022,E244,116,,253,,SoilDrenchFungicide,16,n,Miscellaneous litter,15
2022,E244,116,,253,,SoilDrenchFungicide,16,n,Petalostemum purpureum,14.44
2022,E244,116,,253,,SoilDrenchFungicide,16,n,Poa pratensis,12.03
2022,E244,116,,253,,SoilDrenchFungicide,16,n,Real Weeds,38.4
2022,E244,116,,253,,SoilDrenchFungicide,16,n,Schizachyrium scoparium,1.17
2022,E244,116,,253,,SoilDrenchFungicide,16,n,Solidago rigida,113.4
2022,E244,117,,253,,FoliarFungicide,16,n,Achillea millefolium(lanulosa),3.16
2022,E244,117,,253,,FoliarFungicide,16,n,Andropogon gerardi,25.8
2022,E244,117,,253,,FoliarFungicide,16,n,Lupinus perennis,12.15
2022,E244,117,,253,,FoliarFungicide,16,n,Miscellaneous litter,1.42
2022,E244,117,,253,,FoliarFungicide,16,n,Monarda fistulosa,25.7
2022,E244,117,,253,,FoliarFungicide,16,n,Petalostemum purpureum,4.29
2022,E244,117,,253,,FoliarFungicide,16,n,Poa pratensis,33.5
2022,E244,117,,253,,FoliarFungicide,16,n,Real Weeds,14.11
2022,E244,117,,253,,FoliarFungicide,16,n,Schizachyrium scoparium,0.51
2022,E244,117,,253,,FoliarFungicide,16,n,Sorghastrum nutans,58.6
2022,E244,118,,253,,Control,16,n,Achillea millefolium(lanulosa),0.1
2022,E244,118,,253,,Control,16,n,Andropogon gerardi,74.5
2022,E244,118,,253,,Control,16,n,Lespedeza capitata,0.16
2022,E244,118,,253,,Control,16,n,Lupinus perennis,2.05
2022,E244,118,,253,,Control,16,n,Panicum virgatum,1.44
2022,E244,118,,253,,Control,16,n,Petalostemum purpureum,25.5
2022,E244,118,,253,,Control,16,n,Poa pratensis,0.93
2022,E244,118,,253,,Control,16,n,Real Weeds,5.32
2022,E244,118,,253,,Control,16,n,Schizachyrium scoparium,1.16
2022,E244,118,,253,,Control,16,n,Sorghastrum nutans,1.06
2022,E244,119,,253,,AllPesticides,16,n,Amorpha canescens,506.7
2022,E244,119,,253,,AllPesticides,16,n,Andropogon gerardi,45.6
2022,E244,119,,253,,AllPesticides,16,n,Liatris aspera,1.63
2022,E244,119,,253,,AllPesticides,16,n,Lupinus perennis,40.9
2022,E244,119,,253,,AllPesticides,16,n,Miscellaneous litter,23.9
2022,E244,119,,253,,AllPesticides,16,n,Petalostemum purpureum,26.8
2022,E244,119,,253,,AllPesticides,16,n,Poa pratensis,6.14
2022,E244,119,,253,,AllPesticides,16,n,Schizachyrium scoparium,4.32
2022,E244,119,,253,,AllPesticides,16,n,Solidago rigida,164.6
2022,E244,119,,253,,AllPesticides,16,n,Sorghastrum nutans,2.58
2022,E244,120,,253,,Insecticide,16,n,Achillea millefolium(lanulosa),11.82
2022,E244,120,,253,,Insecticide,16,n,Andropogon gerardi,34.5
2022,E244,120,,253,,Insecticide,16,n,Koeleria cristata,19.6
2022,E244,120,,253,,Insecticide,16,n,Lespedeza capitata,5.42
2022,E244,120,,253,,Insecticide,16,n,Lupinus perennis,6.66
2022,E244,120,,253,,Insecticide,16,n,Miscellaneous litter,2.88
2022,E244,120,,253,,Insecticide,16,n,Petalostemum purpureum,0.3
2022,E244,120,,253,,Insecticide,16,n,Schizachyrium scoparium,12.37
2022,E244,120,,253,,Insecticide,16,n,Sorghastrum nutans,81
2022,E244,121,,256,,SoilDrenchFungicide,1,n,Miscellaneous litter,1.29
2022,E244,121,,256,,SoilDrenchFungicide,1,n,Real Weeds,16.1
2022,E244,122,,256,,FoliarFungicide,1,n,Miscellaneous litter,6.26
2022,E244,122,,256,,FoliarFungicide,1,n,Real Weeds,14.46
2022,E244,123,,256,,Control,1,n,Miscellaneous litter,3.71
2022,E244,123,,256,,Control,1,n,Real Weeds,75.4
2022,E244,124,,256,,Insecticide,1,n,Miscellaneous litter,2.52
2022,E244,124,,256,,Insecticide,1,n,Real Weeds,61.7
2022,E244,125,,256,,AllPesticides,1,n,Miscellaneous litter,7.55
2022,E244,125,,256,,AllPesticides,1,n,Real Weeds,4.97
2022,E244,126,,262,,Control,32,n,Andropogon gerardi,14.9
2022,E244,126,,262,,Control,32,n,Bouteloua gracilis,3.08
2022,E244,126,,262,,Control,32,n,Coreopsis palmata,99.9
2022,E244,126,,262,,Control,32,n,Lespedeza capitata,12.62
2022,E244,126,,262,,Control,32,n,Liatris aspera,162.4
2022,E244,126,,262,,Control,32,n,Miscellaneous litter,29.6
2022,E244,126,,262,,Control,32,n,Petalostemum purpureum,27.8
2022,E244,126,,262,,Control,32,n,Poa pratensis,0.87
2022,E244,126,,262,,Control,32,n,Schizachyrium scoparium,9.26
2022,E244,126,,262,,Control,32,n,Solidago rigida,14.4
2022,E244,126,,262,,Control,32,n,Sorghastrum nutans,41.6
2022,E244,127,,262,,AllPesticides,32,n,Bouteloua gracilis,0.41
2022,E244,127,,262,,AllPesticides,32,n,Lespedeza capitata,0.08
2022,E244,127,,262,,AllPesticides,32,n,Liatris aspera,29.8
2022,E244,127,,262,,AllPesticides,32,n,Miscellaneous litter,21.8
2022,E244,127,,262,,AllPesticides,32,n,Petalostemum purpureum,77.2
2022,E244,127,,262,,AllPesticides,32,n,Real Weeds,10.02
2022,E244,127,,262,,AllPesticides,32,n,Solidago nemoralis,75.8
2022,E244,127,,262,,AllPesticides,32,n,Sorghastrum nutans,90.8
2022,E244,128,,262,,SoilDrenchFungicide,32,n,Amorpha canescens,0.18
2022,E244,128,,262,,SoilDrenchFungicide,32,n,Andropogon gerardi,3.58
2022,E244,128,,262,,SoilDrenchFungicide,32,n,Lupinus perennis,1.92
2022,E244,128,,262,,SoilDrenchFungicide,32,n,Miscellaneous litter,4.08
2022,E244,128,,262,,SoilDrenchFungicide,32,n,Poa pratensis,0.33
2022,E244,128,,262,,SoilDrenchFungicide,32,n,Solidago nemoralis,45.9
2022,E244,128,,262,,SoilDrenchFungicide,32,n,Sorghastrum nutans,65.1
2022,E244,129,,262,,FoliarFungicide,32,n,Achillea millefolium(lanulosa),2.06
2022,E244,129,,262,,FoliarFungicide,32,n,Andropogon gerardi,31.3
2022,E244,129,,262,,FoliarFungicide,32,n,Bouteloua gracilis,0.22
2022,E244,129,,262,,FoliarFungicide,32,n,Lespedeza capitata,2.52
2022,E244,129,,262,,FoliarFungicide,32,n,Liatris aspera,141.5
2022,E244,129,,262,,FoliarFungicide,32,n,Lupinus perennis,61
2022,E244,129,,262,,FoliarFungicide,32,n,Miscellaneous litter,21.38
2022,E244,129,,262,,FoliarFungicide,32,n,Petalostemum purpureum,10.62
2022,E244,129,,262,,FoliarFungicide,32,n,Poa pratensis,17.5
2022,E244,129,,262,,FoliarFungicide,32,n,Schizachyrium scoparium,22.3
2022,E244,129,,262,,FoliarFungicide,32,n,Solidago nemoralis,16.2
2022,E244,129,,262,,FoliarFungicide,32,n,Solidago rigida,13.5
2022,E244,129,,262,,FoliarFungicide,32,n,Sorghastrum nutans,46.6
2022,E244,130,,262,,Insecticide,32,n,Achillea millefolium(lanulosa),1.4
2022,E244,130,,262,,Insecticide,32,n,Andropogon gerardi,60
2022,E244,130,,262,,Insecticide,32,n,Asclepias tuberosa,1.26
2022,E244,130,,262,,Insecticide,32,n,Coreopsis palmata,41
2022,E244,130,,262,,Insecticide,32,n,Koeleria cristata,4.8
2022,E244,130,,262,,Insecticide,32,n,Lupinus perennis,3.58
2022,E244,130,,262,,Insecticide,32,n,Miscellaneous litter,4.18
2022,E244,130,,262,,Insecticide,32,n,Petalostemum purpureum,30.8
2022,E244,130,,262,,Insecticide,32,n,Poa pratensis,1.34
2022,E244,130,,262,,Insecticide,32,n,Real Weeds,1.07
2022,E244,130,,262,,Insecticide,32,n,Schizachyrium scoparium,1.15
2022,E244,130,,262,,Insecticide,32,n,Sorghastrum nutans,69.6
2022,E244,131,,268,,AllPesticides,1,n,Koeleria cristata,34.6
2022,E244,131,,268,,AllPesticides,1,n,Real Weeds,32.8
2022,E244,132,,268,,Control,1,n,Koeleria cristata,49.9
2022,E244,132,,268,,Control,1,n,Real Weeds,45.1
2022,E244,133,,268,,Insecticide,1,n,Koeleria cristata,48.4
2022,E244,133,,268,,Insecticide,1,n,Real Weeds,35.6
2022,E244,134,,268,,FoliarFungicide,1,n,Koeleria cristata,44.9
2022,E244,134,,268,,FoliarFungicide,1,n,Real Weeds,52.5
2022,E244,135,,268,,SoilDrenchFungicide,1,n,Koeleria cristata,31.9
2022,E244,135,,268,,SoilDrenchFungicide,1,n,Real Weeds,54.8
2022,E244,136,,273,,AllPesticides,16,n,Achillea millefolium(lanulosa),1.07
2022,E244,136,,273,,AllPesticides,16,n,Andropogon gerardi,362
2022,E244,136,,273,,AllPesticides,16,n,Liatris aspera,32.7
2022,E244,136,,273,,AllPesticides,16,n,Lupinus perennis,69.5
2022,E244,136,,273,,AllPesticides,16,n,Miscellaneous litter,0.86
2022,E244,136,,273,,AllPesticides,16,n,Monarda fistulosa,52.4
2022,E244,136,,273,,AllPesticides,16,n,Poa pratensis,14.3
2022,E244,136,,273,,AllPesticides,16,n,Real Weeds,26.1
2022,E244,136,,273,,AllPesticides,16,n,Solidago rigida,0.75
2022,E244,136,,273,,AllPesticides,16,n,Sorghastrum nutans,21.4
2022,E244,137,,273,,Insecticide,16,n,Andropogon gerardi,361.6
2022,E244,137,,273,,Insecticide,16,n,Lespedeza capitata,10.5
2022,E244,137,,273,,Insecticide,16,n,Liatris aspera,1.1
2022,E244,137,,273,,Insecticide,16,n,Lupinus perennis,47.6
2022,E244,137,,273,,Insecticide,16,n,Monarda fistulosa,22.5
2022,E244,137,,273,,Insecticide,16,n,Poa pratensis,5.74
2022,E244,137,,273,,Insecticide,16,n,Real Weeds,49.6
2022,E244,137,,273,,Insecticide,16,n,Schizachyrium scoparium,0.13
2022,E244,137,,273,,Insecticide,16,n,Sorghastrum nutans,173.2
2022,E244,138,,273,,Control,16,n,Andropogon gerardi,258.3
2022,E244,138,,273,,Control,16,n,Lupinus perennis,57.9
2022,E244,138,,273,,Control,16,n,Monarda fistulosa,47.8
2022,E244,138,,273,,Control,16,n,Poa pratensis,4.69
2022,E244,138,,273,,Control,16,n,Real Weeds,0.05
2022,E244,138,,273,,Control,16,n,Sorghastrum nutans,101.9
2022,E244,139,,273,,SoilDrenchFungicide,16,n,Achillea millefolium(lanulosa),14.1
2022,E244,139,,273,,SoilDrenchFungicide,16,n,Andropogon gerardi,685.5
2022,E244,139,,273,,SoilDrenchFungicide,16,n,Lespedeza capitata,0.07
2022,E244,139,,273,,SoilDrenchFungicide,16,n,Liatris aspera,18.9
2022,E244,139,,273,,SoilDrenchFungicide,16,n,Lupinus perennis,41.9
2022,E244,139,,273,,SoilDrenchFungicide,16,n,Miscellaneous litter,0.43
2022,E244,139,,273,,SoilDrenchFungicide,16,n,Monarda fistulosa,6.58
2022,E244,139,,273,,SoilDrenchFungicide,16,n,Poa pratensis,3.79
2022,E244,139,,273,,SoilDrenchFungicide,16,n,Sorghastrum nutans,6.33
2022,E244,140,,273,,FoliarFungicide,16,n,Achillea millefolium(lanulosa),21.3
2022,E244,140,,273,,FoliarFungicide,16,n,Andropogon gerardi,500.1
2022,E244,140,,273,,FoliarFungicide,16,n,Lupinus perennis,244.3
2022,E244,140,,273,,FoliarFungicide,16,n,Miscellaneous litter,1.12
2022,E244,140,,273,,FoliarFungicide,16,n,Poa pratensis,44.5
2022,E244,140,,273,,FoliarFungicide,16,n,Real Weeds,28.7
2022,E244,141,,280,,FoliarFungicide,1,n,Real Weeds,8.62
2022,E244,141,,280,,FoliarFungicide,1,n,Schizachyrium scoparium,48
2022,E244,142,,280,,Control,1,n,Schizachyrium scoparium,84.6
2022,E244,143,,280,,SoilDrenchFungicide,1,n,Real Weeds,2.15
2022,E244,143,,280,,SoilDrenchFungicide,1,n,Schizachyrium scoparium,6.97
2022,E244,144,,280,,Insecticide,1,n,Schizachyrium scoparium,23.2
2022,E244,145,,280,,AllPesticides,1,n,Real Weeds,2.96
2022,E244,145,,280,,AllPesticides,1,n,Schizachyrium scoparium,66.4
2022,E244,146,,282,,Insecticide,1,n,Real Weeds,0.66
2022,E244,146,,282,,Insecticide,1,n,Sorghastrum nutans,50.6
2022,E244,147,,282,,AllPesticides,1,n,Miscellaneous litter,0.4
2022,E244,147,,282,,AllPesticides,1,n,Real Weeds,79.9
2022,E244,147,,282,,AllPesticides,1,n,Sorghastrum nutans,18.07
2022,E244,148,,282,,Control,1,n,Real Weeds,9.14
2022,E244,148,,282,,Control,1,n,Sorghastrum nutans,23.4
2022,E244,149,,282,,FoliarFungicide,1,n,Miscellaneous litter,1.76
2022,E244,149,,282,,FoliarFungicide,1,n,Real Weeds,21
2022,E244,149,,282,,FoliarFungicide,1,n,Sorghastrum nutans,65.6
2022,E244,150,,282,,SoilDrenchFungicide,1,n,Real Weeds,15.7
2022,E244,150,,282,,SoilDrenchFungicide,1,n,Sorghastrum nutans,84.7
2022,E244,151,,286,,AllPesticides,4,n,Lespedeza capitata,76.4
2022,E244,151,,286,,AllPesticides,4,n,Miscellaneous litter,5.87
2022,E244,151,,286,,AllPesticides,4,n,Poa pratensis,0.07
2022,E244,151,,286,,AllPesticides,4,n,Real Weeds,0.32
2022,E244,151,,286,,AllPesticides,4,n,Schizachyrium scoparium,11.7
2022,E244,151,,286,,AllPesticides,4,n,Sorghastrum nutans,203.8
2022,E244,152,,286,,FoliarFungicide,4,n,Lespedeza capitata,63.5
2022,E244,152,,286,,FoliarFungicide,4,n,Miscellaneous litter,4.47
2022,E244,152,,286,,FoliarFungicide,4,n,Real Weeds,0.47
2022,E244,152,,286,,FoliarFungicide,4,n,Schizachyrium scoparium,19.1
2022,E244,152,,286,,FoliarFungicide,4,n,Sorghastrum nutans,10.17
2022,E244,153,,286,,SoilDrenchFungicide,4,n,Lespedeza capitata,20.6
2022,E244,153,,286,,SoilDrenchFungicide,4,n,Real Weeds,0.74
2022,E244,153,,286,,SoilDrenchFungicide,4,n,Schizachyrium scoparium,147.5
2022,E244,153,,286,,SoilDrenchFungicide,4,n,Sorghastrum nutans,87.3
2022,E244,154,,286,,Control,4,n,Lespedeza capitata,10.68
2022,E244,154,,286,,Control,4,n,Poa pratensis,0.27
2022,E244,154,,286,,Control,4,n,Real Weeds,14.4
