Cedar Creek Ecosystem Science Reserve Dataset: ple244
Cedar Creek Ecosystem Science Reserve
2660 Fawn Lake Dr. NE
Bethel, MN 55005
Office:  763-434-5131
Fax:  763-434-7361
_________________________________________________________________________
USER AGREEMENT:  As a condition for access to data provided by researchers of the Cedar Creek LTER, I agree to abide by the following code of ethics.
A. I agree to notify the Cedar Creek LTER scientists who gathered data if I would like to use those data in any publication. I acknowledge that these data were gathered by Cedar Creek scientists because they had already perceived the importance of these data for a variety of scientific and societal issues. I will provide them with formal recognition that, at their discretion, may include co-authorship or acknowledgements on publications.
B. I realize that the researchers who gathered these data may be using them for scientific analyses, papers or publications that are currently planned or in preparation, and that such activities have precedence over any that I might wish to prepare. In this case, my preparation of any work may be delayed, at the option of the Cedar Creek researchers involved, until their work is completed.
C. Because it may be possible to misinterpret a data set if it is taken out of context, I will seek the assistance and opinion of those Cedar Creek researchers involved in the design of a study and the collection of the data as I analyze the data. Moreover, I realize that this computer data set is not complete, and it may contain errors. The complete data set includes extensive written documentation, which should be referenced to reduce the chance of errors in data and errors of interpretation.
_________________________________________________________________________
The purpose of this experiment is to determine the influences of natural enemies, including plant pathogenic fungi and insect pests, influence plant community composition, productivity, and diversity over time. The experiment is being conducted in a subset of plots within the Big Biodiversity field, including monoculture, 2-species, 4-species, 8-species, 16-species, and 32-species plots. There are 5 different treatments: foliar fungicide, soil drench fungicide, foliar insecticide, the combination of all pesticides, and nontreated control. The pesticides are applied repeatedly throughout the growing season. Within the plots, community productivity, species composition, percent cover, and pest damage are being quantified over time.
_________________________________________________________________________
METHODS AND PROTOCOLS FOLLOW DATA
Experiment Investigators:
Kinkel, Linda 
Borer, Elizabeth 
Seabloom, Eric 
 
ATTRIBUTES:
Field 1 | Name: Year | Definition: Year 
Field 2 | Name: Date | Definition: Date 
Field 3 | Name: Plot | Definition: Plot Identifier 
Field 4 | Name: Treatment | Definition: Treatment Type 
Field 5 | Name: Species | Definition: Species 
Field 6 | Name: Mass g/m^2 | Definition: Mass g/m^2 | Unit: gramsPerMeterSquared 
Data:
Year	Date	Plot	Treatment	Species	Mass g/m^2)
2009	8/17/2009	175	FoliarFungicide	Andropogon gerardi	63.8
2009	8/17/2009	175	FoliarFungicide	Bouteloua gracilis	0.1
2009	8/17/2009	175	FoliarFungicide	Lespedeza capitata	27.3
2009	8/17/2009	175	FoliarFungicide	Lupinus perennis	77.4
2009	8/17/2009	175	FoliarFungicide	Poa pratensis	11.8
2009	8/17/2009	175	FoliarFungicide	Schizachyrium scoparium	7.7
2009	8/17/2009	175	FoliarFungicide	Sorghastrum nutans	11.6
2009	8/17/2009	176	Control	Achillea millefolium(lanulosa)	4.7
2009	8/17/2009	176	Control	Andropogon gerardi	128.3
2009	8/17/2009	176	Control	Koeleria cristata	1.1
2009	8/17/2009	176	Control	Lespedeza capitata	34.4
2009	8/17/2009	176	Control	Liatris aspera	4.5
2009	8/17/2009	176	Control	Lupinus perennis	61.9
2009	8/17/2009	176	Control	Monarda fistulosa	1.3
2009	8/17/2009	176	Control	Physalis virginiana	9.3
2009	8/17/2009	176	Control	Poa pratensis	18.4
2009	8/17/2009	176	Control	Schizachyrium scoparium	49.7
2009	8/17/2009	176	Control	Solidago rigida	1.2
2009	8/17/2009	176	Control	Sorghastrum nutans	3.4
2009	8/17/2009	176	Control	Taraxicum officinalis	0.3
2009	8/17/2009	177	FoliarFungicide	Andropogon gerardi	13.1
2009	8/17/2009	177	FoliarFungicide	Bouteloua gracilis	2.2
2009	8/17/2009	177	FoliarFungicide	Lespedeza capitata	131.8
2009	8/17/2009	177	FoliarFungicide	Lupinus perennis	55.6
2009	8/17/2009	177	FoliarFungicide	Physalis virginiana	0.7
2009	8/17/2009	177	FoliarFungicide	Poa pratensis	19.3
2009	8/17/2009	177	FoliarFungicide	Schizachyrium scoparium	10.6
2009	8/17/2009	177	FoliarFungicide	Solidago rigida	38.3
2009	8/17/2009	177	FoliarFungicide	Sorghastrum nutans	10.5
2009	8/17/2009	178	SoilDrenchFungicide	Achillea millefolium(lanulosa)	0.16
2009	8/17/2009	178	SoilDrenchFungicide	Aristida basiramea	0.03
2009	8/17/2009	178	SoilDrenchFungicide	Asclepias syriaca	0.06
2009	8/17/2009	178	SoilDrenchFungicide	Equisetum laevigatum	2.6
2009	8/17/2009	178	SoilDrenchFungicide	Lespedeza capitata	32.3
2009	8/17/2009	178	SoilDrenchFungicide	Liatris aspera	3.7
2009	8/17/2009	178	SoilDrenchFungicide	Lupinus perennis	17.4
2009	8/17/2009	178	SoilDrenchFungicide	Poa pratensis	19.7
2009	8/17/2009	178	SoilDrenchFungicide	Schizachyrium scoparium	33.5
2009	8/17/2009	178	SoilDrenchFungicide	Solidago rigida	0.5
2009	8/17/2009	178	SoilDrenchFungicide	Sorghastrum nutans	9.5
2009	8/18/2009	179	Insecticide	Andropogon gerardi	0.7
2009	8/18/2009	179	Insecticide	Lespedeza capitata	15.8
2009	8/18/2009	179	Insecticide	Liatris aspera	4.2
2009	8/18/2009	179	Insecticide	Lupinus perennis	20.9
2009	8/18/2009	179	Insecticide	Panicum oligosanthes	2.9
2009	8/18/2009	179	Insecticide	Poa pratensis	11.3
2009	8/18/2009	179	Insecticide	Schizachyrium scoparium	24.7
2009	8/18/2009	179	Insecticide	Solidago rigida	14
2009	8/18/2009	179	Insecticide	Sorghastrum nutans	3.3
2009	8/17/2009	180	AllPesticides	Achillea millefolium(lanulosa)	3
2009	8/17/2009	180	AllPesticides	Andropogon gerardi	41.7
2009	8/17/2009	180	AllPesticides	Aristida basiramea	0.06
2009	8/17/2009	180	AllPesticides	Equisetum laevigatum	22.5
2009	8/17/2009	180	AllPesticides	Lespedeza capitata	2.3
2009	8/17/2009	180	AllPesticides	Lupinus perennis	56.4
2009	8/17/2009	180	AllPesticides	Panicum virgatum	0.3
2009	8/17/2009	180	AllPesticides	Poa pratensis	15.2
2009	8/17/2009	180	AllPesticides	Schizachyrium scoparium	151.2
2009	8/17/2009	180	AllPesticides	Solidago rigida	49.7
2009	8/17/2009	180	AllPesticides	Sorghastrum nutans	12
2009	8/17/2009	181	Insecticide	Agropyron repens	2
2009	8/17/2009	181	Insecticide	Aristida basiramea	1.7
2009	8/17/2009	181	Insecticide	Asclepias tuberosa	57.6
2009	8/17/2009	181	Insecticide	Crepis tectorum	0.8
2009	8/17/2009	181	Insecticide	Cyperus sp.	1
2009	8/17/2009	181	Insecticide	Digitaria sp.	0.3
2009	8/17/2009	181	Insecticide	Lupinus perennis	7.8
2009	8/17/2009	181	Insecticide	Mollugo verticillata	0.1
2009	8/17/2009	181	Insecticide	Poa pratensis	5.4
2009	8/17/2009	181	Insecticide	Taraxicum officinalis	0.9
2009	8/18/2009	182	FoliarFungicide	Agropyron repens	1
2009	8/18/2009	182	FoliarFungicide	Aristida basiramea	0.9
2009	8/18/2009	182	FoliarFungicide	Asclepias tuberosa	71.8
2009	8/18/2009	182	FoliarFungicide	Crepis tectorum	0.8
2009	8/18/2009	182	FoliarFungicide	Cyperus sp.	0.1
2009	8/18/2009	182	FoliarFungicide	Oxybaphus hirsutus	0.1
2009	8/18/2009	182	FoliarFungicide	Physalis virginiana	0.2
2009	8/18/2009	182	FoliarFungicide	Poa pratensis	1.1
2009	8/18/2009	182	FoliarFungicide	Sporobolus cryptandrus	0.2
2009	8/18/2009	182	FoliarFungicide	Taraxicum officinalis	0.1
2009	8/18/2009	183	AllPesticides	Agropyron repens	1.1
2009	8/18/2009	183	AllPesticides	Aristida basiramea	3.1
2009	8/18/2009	183	AllPesticides	Asclepias tuberosa	7.7
2009	8/18/2009	183	AllPesticides	Crepis tectorum	0.5
2009	8/18/2009	183	AllPesticides	Cyperus sp.	0.4
2009	8/18/2009	183	AllPesticides	Digitaria sp.	0.5
2009	8/18/2009	183	AllPesticides	Erigeron canadensis	0.7
2009	8/18/2009	183	AllPesticides	Hedeoma hispida	0.2
2009	8/18/2009	183	AllPesticides	Lupinus perennis	4.6
2009	8/18/2009	183	AllPesticides	Mollugo verticillata	0.1
2009	8/18/2009	183	AllPesticides	Physalis virginiana	0.7
2009	8/18/2009	183	AllPesticides	Poa pratensis	0.9
2009	8/18/2009	183	AllPesticides	Taraxicum officinalis	1.4
2009	8/17/2009	184	Control	Agropyron repens	0.3
2009	8/17/2009	184	Control	Aristida basiramea	19.1
2009	8/17/2009	184	Control	Asclepias tuberosa	9.1
2009	8/17/2009	184	Control	Crepis tectorum	1.6
2009	8/17/2009	184	Control	Cyperus sp.	6.5
2009	8/17/2009	184	Control	Digitaria sp.	1.5
2009	8/17/2009	184	Control	Euphorbia glyptosperma	0.1
2009	8/17/2009	184	Control	Miscellaneous litter	9.6
2009	8/17/2009	184	Control	Poa pratensis	0.3
2009	8/17/2009	184	Control	Polygala polygama	1.8
2009	8/17/2009	184	Control	Taraxicum officinalis	0.1
2009	8/18/2009	185	SoilDrenchFungicide	Aristida basiramea	7.6
2009	8/18/2009	185	SoilDrenchFungicide	Asclepias tuberosa	79.2
2009	8/18/2009	185	SoilDrenchFungicide	Crepis tectorum	1
2009	8/18/2009	185	SoilDrenchFungicide	Cyperus sp.	2.1
2009	8/18/2009	185	SoilDrenchFungicide	Erigeron canadensis	0.36
2009	8/18/2009	185	SoilDrenchFungicide	Hedeoma hispida	1
2009	8/18/2009	185	SoilDrenchFungicide	Lepidium densiflorum	0.02
2009	8/18/2009	185	SoilDrenchFungicide	Miscellaneous litter	5.1
2009	8/18/2009	185	SoilDrenchFungicide	Poa pratensis	0.3
2009	8/18/2009	185	SoilDrenchFungicide	Sporobolus cryptandrus	2.27
2009	8/18/2009	185	SoilDrenchFungicide	Taraxicum officinalis	0.02
2009	8/18/2009	186	Insecticide	Cyperus sp.	3.9
2009	8/18/2009	186	Insecticide	Koeleria cristata	74.9
2009	8/18/2009	186	Insecticide	Miscellaneous litter	1.8
2009	8/18/2009	186	Insecticide	Panicum oligosanthes	0.9
2009	8/18/2009	186	Insecticide	Panicum virgatum	44.9
2009	8/18/2009	186	Insecticide	Petalostemum purpureum	169.8
2009	8/18/2009	186	Insecticide	Poa pratensis	6.8
2009	8/18/2009	186	Insecticide	Sporobolus cryptandrus	0.7
2009	8/18/2009	187	FoliarFungicide	Koeleria cristata	58.3
2009	8/18/2009	187	FoliarFungicide	Miscellaneous litter	2.8
2009	8/18/2009	187	FoliarFungicide	Monarda fistulosa	40.3
2009	8/18/2009	187	FoliarFungicide	Panicum virgatum	18.5
2009	8/18/2009	187	FoliarFungicide	Petalostemum purpureum	164.9
2009	8/18/2009	187	FoliarFungicide	Poa pratensis	3
2009	8/18/2009	187	FoliarFungicide	Solidago rigida	0.01
2009	8/17/2009	188	AllPesticides	Bouteloua gracilis	26.9
2009	8/17/2009	188	AllPesticides	Cyperus sp.	3.7
2009	8/17/2009	188	AllPesticides	Koeleria cristata	68.9
2009	8/17/2009	188	AllPesticides	Lepidium densiflorum	12.8
2009	8/17/2009	188	AllPesticides	Miscellaneous litter	12.1
2009	8/17/2009	188	AllPesticides	Mosses	9.7
2009	8/17/2009	188	AllPesticides	Panicum virgatum	31.7
2009	8/17/2009	188	AllPesticides	Petalostemum purpureum	201.9
2009	8/17/2009	188	AllPesticides	Schizachyrium scoparium	52.4
2009	8/17/2009	188	AllPesticides	Sporobolus cryptandrus	0.3
2009	8/18/2009	189	SoilDrenchFungicide	Cyperus sp.	15.9
2009	8/18/2009	189	SoilDrenchFungicide	Koeleria cristata	27.6
2009	8/18/2009	189	SoilDrenchFungicide	Liatris aspera	2.4
2009	8/18/2009	189	SoilDrenchFungicide	Miscellaneous litter	1.1
2009	8/18/2009	189	SoilDrenchFungicide	Panicum virgatum	3.2
2009	8/18/2009	189	SoilDrenchFungicide	Petalostemum purpureum	109.2
2009	8/18/2009	189	SoilDrenchFungicide	Sporobolus cryptandrus	1.4
2009	8/17/2009	190	Control	Achillea millefolium(lanulosa)	1.6
2009	8/17/2009	190	Control	Bouteloua gracilis	71.4
2009	8/17/2009	190	Control	Cyperus sp.	0.6
2009	8/17/2009	190	Control	Koeleria cristata	108.9
2009	8/17/2009	190	Control	Panicum virgatum	70.8
2009	8/17/2009	190	Control	Petalostemum purpureum	137.2
2009	8/17/2009	190	Control	Poa pratensis	75.3
2009	8/17/2009	190	Control	Schizachyrium scoparium	71.8
2009	8/17/2009	190	Control	Sporobolus cryptandrus	66.3
2009	8/17/2009	190	Control	Taraxicum officinalis	0.8
2009	8/18/2009	191	FoliarFungicide	Andropogon gerardi	166.2
2009	8/18/2009	191	FoliarFungicide	Liatris aspera	3.4
2009	8/18/2009	191	FoliarFungicide	Lupinus perennis	210.8
2009	8/18/2009	191	FoliarFungicide	Petalostemum purpureum	52
2009	8/18/2009	191	FoliarFungicide	Poa pratensis	25.5
2009	8/18/2009	191	FoliarFungicide	Schizachyrium scoparium	2.8
2009	8/17/2009	192	SoilDrenchFungicide	Andropogon gerardi	110.9
2009	8/17/2009	192	SoilDrenchFungicide	Lespedeza capitata	5.6
2009	8/17/2009	192	SoilDrenchFungicide	Lupinus perennis	202.6
2009	8/17/2009	192	SoilDrenchFungicide	Miscellaneous litter	1.7
2009	8/17/2009	192	SoilDrenchFungicide	Panicum oligosanthes	0.1
2009	8/17/2009	192	SoilDrenchFungicide	Poa pratensis	25.1
2009	8/17/2009	192	SoilDrenchFungicide	Schizachyrium scoparium	15.3
2009	8/17/2009	193	Control	Agropyron repens	2.8
2009	8/17/2009	193	Control	Andropogon gerardi	175.2
2009	8/17/2009	193	Control	Lupinus perennis	57.1
2009	8/17/2009	193	Control	Poa pratensis	20
2009	8/17/2009	193	Control	Schizachyrium scoparium	2.7
2009	8/17/2009	194	AllPesticides	Agropyron repens	0.6
2009	8/17/2009	194	AllPesticides	Andropogon gerardi	289.2
2009	8/17/2009	194	AllPesticides	Bouteloua gracilis	0.4
2009	8/17/2009	194	AllPesticides	Koeleria cristata	0.9
2009	8/17/2009	194	AllPesticides	Liatris aspera	2.1
2009	8/17/2009	194	AllPesticides	Lupinus perennis	15.9
2009	8/17/2009	194	AllPesticides	Miscellaneous litter	12
2009	8/17/2009	194	AllPesticides	Panicum virgatum	0.3
2009	8/17/2009	194	AllPesticides	Poa pratensis	17.6
2009	8/17/2009	194	AllPesticides	Schizachyrium scoparium	6.1
2009	8/17/2009	195	Insecticide	Andropogon gerardi	152.7
2009	8/17/2009	195	Insecticide	Bouteloua gracilis	0.2
2009	8/17/2009	195	Insecticide	Lespedeza capitata	39.2
2009	8/17/2009	195	Insecticide	Liatris aspera	16.6
2009	8/17/2009	195	Insecticide	Lupinus perennis	97.2
2009	8/17/2009	195	Insecticide	Miscellaneous litter	1.9
2009	8/17/2009	195	Insecticide	Panicum virgatum	8.7
2009	8/17/2009	195	Insecticide	Poa pratensis	29.7
2009	8/17/2009	195	Insecticide	Schizachyrium scoparium	4.9
2009	8/17/2009	195	Insecticide	Sorghastrum nutans	1.3
2009	8/17/2009	196	SoilDrenchFungicide	Agrostis scabra	3.5
2009	8/17/2009	196	SoilDrenchFungicide	Aristida basiramea	26.6
2009	8/17/2009	196	SoilDrenchFungicide	Cyperus sp.	0.7
2009	8/17/2009	196	SoilDrenchFungicide	Erigeron canadensis	15.4
2009	8/17/2009	196	SoilDrenchFungicide	Miscellaneous litter	0.9
2009	8/17/2009	196	SoilDrenchFungicide	Poa pratensis	0.2
2009	8/17/2009	197	Insecticide	Aristida basiramea	9.7
2009	8/17/2009	197	Insecticide	Bouteloua gracilis	5
2009	8/17/2009	197	Insecticide	Cyperus sp.	1.6
2009	8/17/2009	197	Insecticide	Erigeron canadensis	5.5
2009	8/17/2009	197	Insecticide	Miscellaneous litter	3.9
2009	8/17/2009	198	AllPesticides	Aristida basiramea	32.2
2009	8/17/2009	198	AllPesticides	Crepis tectorum	0.5
2009	8/17/2009	198	AllPesticides	Cyperus sp.	3.9
2009	8/17/2009	198	AllPesticides	Erigeron canadensis	1.9
2009	8/17/2009	199	FoliarFungicide	Aristida basiramea	3.3
2009	8/17/2009	199	FoliarFungicide	Cyperus sp.	1
2009	8/17/2009	199	FoliarFungicide	Erigeron canadensis	0.5
2009	8/17/2009	200	Control	Agrostis scabra	0.8
2009	8/17/2009	200	Control	Aristida basiramea	7.6
2009	8/17/2009	200	Control	Crepis tectorum	0.5
2009	8/17/2009	200	Control	Cyperus sp.	1.8
2009	8/17/2009	200	Control	Erigeron canadensis	0.8
2009	8/17/2009	200	Control	Koeleria cristata	6.6
2009	8/17/2009	200	Control	Sorghastrum nutans	24.9
2009	8/18/2009	201	FoliarFungicide	Aristida basiramea	1.9
2009	8/18/2009	201	FoliarFungicide	Bouteloua gracilis	0.1
2009	8/18/2009	201	FoliarFungicide	Cyperus sp.	0.04
2009	8/18/2009	201	FoliarFungicide	Miscellaneous litter	5.3
2009	8/18/2009	201	FoliarFungicide	Poa pratensis	4.5
2009	8/18/2009	201	FoliarFungicide	Polygonum tenue	8.1
2009	8/18/2009	201	FoliarFungicide	Solidago rigida	18
2009	8/18/2009	202	AllPesticides	Aristida basiramea	0.6
2009	8/18/2009	202	AllPesticides	Crepis tectorum	0.06
2009	8/18/2009	202	AllPesticides	Cyperus sp.	0.7
2009	8/18/2009	202	AllPesticides	Lupinus perennis	8.5
2009	8/18/2009	202	AllPesticides	Miscellaneous litter	17.8
2009	8/18/2009	202	AllPesticides	Poa pratensis	1.2
2009	8/18/2009	202	AllPesticides	Polygala polygama	3.5
2009	8/18/2009	202	AllPesticides	Solidago rigida	117.8
2009	8/17/2009	203	Control	Agropyron repens	1
2009	8/17/2009	203	Control	Agrostis scabra	1
2009	8/17/2009	203	Control	Aristida basiramea	1
2009	8/17/2009	203	Control	Crepis tectorum	0.06
2009	8/17/2009	203	Control	Cyperus sp.	0.06
2009	8/17/2009	203	Control	Lepidium densiflorum	0.02
2009	8/17/2009	203	Control	Miscellaneous litter	79.9
2009	8/17/2009	203	Control	Poa pratensis	2.2
2009	8/17/2009	203	Control	Polygala polygama	1.7
2009	8/17/2009	203	Control	Schizachyrium scoparium	0.4
2009	8/17/2009	203	Control	Solidago rigida	58.9
2009	8/17/2009	204	SoilDrenchFungicide	Agropyron repens	0.3
2009	8/17/2009	204	SoilDrenchFungicide	Aristida basiramea	0.5
2009	8/17/2009	204	SoilDrenchFungicide	Digitaria sp.	0.7
2009	8/17/2009	204	SoilDrenchFungicide	Lespedeza capitata	1.2
2009	8/17/2009	204	SoilDrenchFungicide	Lupinus perennis	0.04
2009	8/17/2009	204	SoilDrenchFungicide	Miscellaneous litter	4.8
2009	8/17/2009	204	SoilDrenchFungicide	Monarda fistulosa	8.7
2009	8/17/2009	204	SoilDrenchFungicide	Polygala polygama	1.8
2009	8/17/2009	204	SoilDrenchFungicide	Solidago rigida	6.2
2009	8/18/2009	205	Insecticide	Achillea millefolium(lanulosa)	1.6
2009	8/18/2009	205	Insecticide	Agrostis scabra	2.1
2009	8/18/2009	205	Insecticide	Aristida basiramea	2.1
2009	8/18/2009	205	Insecticide	Bouteloua gracilis	2.1
2009	8/18/2009	205	Insecticide	Cyperus sp.	1.1
2009	8/18/2009	205	Insecticide	Digitaria sp.	0.2
2009	8/18/2009	205	Insecticide	Hieracium longipilum	0.5
2009	8/18/2009	205	Insecticide	Lespedeza capitata	0.2
2009	8/18/2009	205	Insecticide	Miscellaneous litter	12.8
2009	8/18/2009	205	Insecticide	Poa pratensis	5.3
2009	8/18/2009	205	Insecticide	Polygala polygama	2.1
2009	8/18/2009	205	Insecticide	Schizachyrium scoparium	0.4
2009	8/18/2009	205	Insecticide	Solidago rigida	28.1
2010	8/23/2010	1	AllPesticides	Agropyron repens	8.7
2010	8/23/2010	1	Insecticide	Agropyron repens	8.7
2010	8/23/2010	1	AllPesticides	Aristida basiramea	8.2
2010	8/23/2010	1	Insecticide	Aristida basiramea	8.2
2010	8/23/2010	1	AllPesticides	Cyperus filiculmis	2.5
2010	8/23/2010	1	Insecticide	Cyperus filiculmis	2.5
2010	8/23/2010	1	AllPesticides	Cyperus schweinitzii	0.1
2010	8/23/2010	1	Insecticide	Cyperus schweinitzii	0.1
2010	8/23/2010	1	AllPesticides	Erigeron canadensis	0.7
2010	8/23/2010	1	Insecticide	Erigeron canadensis	0.7
2010	8/23/2010	1	AllPesticides	Euphorbia glyptosperma	2.7
2010	8/23/2010	1	Insecticide	Euphorbia glyptosperma	2.7
2010	8/23/2010	1	AllPesticides	Hedeoma hispida	0.1
2010	8/23/2010	1	Insecticide	Hedeoma hispida	0.1
2010	8/23/2010	1	AllPesticides	Lespedeza capitata	123.2
2010	8/23/2010	1	Insecticide	Lespedeza capitata	123.2
2010	8/23/2010	1	AllPesticides	Miscellaneous litter	4.8
2010	8/23/2010	1	Insecticide	Miscellaneous litter	4.8
2010	8/23/2010	1	AllPesticides	Poa pratensis	0.6
2010	8/23/2010	1	Insecticide	Poa pratensis	0.6
2010	8/23/2010	1	AllPesticides	Rumex acetosella	7.6
2010	8/23/2010	1	Insecticide	Rumex acetosella	7.6
2010	8/23/2010	1	AllPesticides	Solidago altissima	12.6
2010	8/23/2010	1	Insecticide	Solidago altissima	12.6
2010	8/23/2010	1	AllPesticides	Taraxicum officinalis	2
2010	8/23/2010	1	Insecticide	Taraxicum officinalis	2
2010	8/23/2010	2	Control	Achillea millefolium(lanulosa)	3.4
2010	8/23/2010	2	Insecticide	Achillea millefolium(lanulosa)	3.4
2010	8/23/2010	2	Control	Agropyron repens	2.4
2010	8/23/2010	2	Insecticide	Agropyron repens	2.4
2010	8/23/2010	2	Control	Aristida basiramea	17.8
2010	8/23/2010	2	Insecticide	Aristida basiramea	17.8
2010	8/23/2010	2	Control	Cyperus filiculmis	4.3
2010	8/23/2010	2	Insecticide	Cyperus filiculmis	4.3
2010	8/23/2010	2	Control	Erigeron canadensis	3.1
2010	8/23/2010	2	Insecticide	Erigeron canadensis	3.1
2010	8/23/2010	2	Control	Euphorbia glyptosperma	0.4
2010	8/23/2010	2	Insecticide	Euphorbia glyptosperma	0.4
2010	8/23/2010	2	Control	Lespedeza capitata	61.5
2010	8/23/2010	2	Insecticide	Lespedeza capitata	61.5
2010	8/23/2010	2	Control	Miscellaneous litter	3.9
2010	8/23/2010	2	Insecticide	Miscellaneous litter	3.9
2010	8/23/2010	2	Control	Rumex acetosella	11.4
2010	8/23/2010	2	Insecticide	Rumex acetosella	11.4
2010	8/23/2010	2	Control	Solidago rigida	0.6
2010	8/23/2010	2	Insecticide	Solidago rigida	0.6
2010	8/23/2010	2	Control	Taraxicum officinalis	2.3
2010	8/23/2010	2	Insecticide	Taraxicum officinalis	2.3
2010	8/23/2010	3	Control	Agrostis scabra	10.3
2010	8/23/2010	3	FoliarFungicide	Agrostis scabra	10.3
2010	8/23/2010	3	Control	Bouteloua gracilis	0.6
2010	8/23/2010	3	FoliarFungicide	Bouteloua gracilis	0.6
2010	8/23/2010	3	Control	Cyperus filiculmis	0.9
2010	8/23/2010	3	FoliarFungicide	Cyperus filiculmis	0.9
2010	8/23/2010	3	Control	Erigeron canadensis	4.5
2010	8/23/2010	3	FoliarFungicide	Erigeron canadensis	4.5
2010	8/23/2010	3	Control	Hedeoma hispida	0.2
2010	8/23/2010	3	FoliarFungicide	Hedeoma hispida	0.2
2010	8/23/2010	3	Control	Lespedeza capitata	196.8
2010	8/23/2010	3	FoliarFungicide	Lespedeza capitata	196.8
2010	8/23/2010	3	Control	Oxybaphus hirsutus	0.7
2010	8/23/2010	3	FoliarFungicide	Oxybaphus hirsutus	0.7
2010	8/23/2010	3	Control	Physalis virginiana	4.4
2010	8/23/2010	3	FoliarFungicide	Physalis virginiana	4.4
2010	8/23/2010	3	Control	Poa pratensis	0.4
2010	8/23/2010	3	FoliarFungicide	Poa pratensis	0.4
2010	8/23/2010	3	Control	Rumex acetosella	9.8
2010	8/23/2010	3	FoliarFungicide	Rumex acetosella	9.8
2010	8/23/2010	3	Control	Schizachyrium scoparium	1.4
2010	8/23/2010	3	FoliarFungicide	Schizachyrium scoparium	1.4
2010	8/23/2010	3	Control	Taraxicum officinalis	2.6
2010	8/23/2010	3	FoliarFungicide	Taraxicum officinalis	2.6
2010	8/23/2010	4	SoilDrenchFungicide	Aristida basiramea	3.3
2010	8/23/2010	4	SoilDrenchFungicide	Cyperus filiculmis	2.7
2010	8/23/2010	4	SoilDrenchFungicide	Cyperus schweinitzii	5.9
2010	8/23/2010	4	SoilDrenchFungicide	Cyperus sp.	1.3
2010	8/23/2010	4	SoilDrenchFungicide	Lespedeza capitata	148.4
2010	8/23/2010	4	SoilDrenchFungicide	Mollugo verticillata	0.4
2010	8/23/2010	4	SoilDrenchFungicide	Poa pratensis	0.4
2010	8/23/2010	4	SoilDrenchFungicide	Rumex acetosella	17
2010	8/23/2010	4	SoilDrenchFungicide	Taraxicum officinalis	6
2010	8/23/2010	4	SoilDrenchFungicide	Tradescantia occidentalis	0.8
2010	8/23/2010	5	AllPesticides	Aristida basiramea	3.7
2010	8/23/2010	5	FoliarFungicide	Aristida basiramea	3.7
2010	8/23/2010	5	AllPesticides	Cyperus sp.	0.4
2010	8/23/2010	5	FoliarFungicide	Cyperus sp.	0.4
2010	8/23/2010	5	AllPesticides	Digitaria sp.	1.9
2010	8/23/2010	5	FoliarFungicide	Digitaria sp.	1.9
2010	8/23/2010	5	AllPesticides	Lespedeza capitata	230.1
2010	8/23/2010	5	FoliarFungicide	Lespedeza capitata	230.1
2010	8/23/2010	5	AllPesticides	Lupinus perennis	0.1
2010	8/23/2010	5	FoliarFungicide	Lupinus perennis	0.1
2010	8/23/2010	5	AllPesticides	Miscellaneous litter	2.8
2010	8/23/2010	5	FoliarFungicide	Miscellaneous litter	2.8
2010	8/23/2010	5	AllPesticides	Rumex acetosella	0.9
2010	8/23/2010	5	FoliarFungicide	Rumex acetosella	0.9
2010	8/23/2010	5	AllPesticides	Sporobolus cryptandrus	0.8
2010	8/23/2010	5	FoliarFungicide	Sporobolus cryptandrus	0.8
2010	8/23/2010	5	AllPesticides	Taraxicum officinalis	2.7
2010	8/23/2010	5	FoliarFungicide	Taraxicum officinalis	2.7
2010	8/23/2010	6	Fenced	Andropogon gerardi	4.5
2010	8/23/2010	6	FoliarFungicide	Andropogon gerardi	4.5
2010	8/23/2010	6	Fenced	Bouteloua gracilis	4.6
2010	8/23/2010	6	FoliarFungicide	Bouteloua gracilis	4.6
2010	8/23/2010	6	Fenced	Liatris aspera	3.3
2010	8/23/2010	6	FoliarFungicide	Liatris aspera	3.3
2010	8/23/2010	6	Fenced	Lupinus perennis	257.9
2010	8/23/2010	6	FoliarFungicide	Lupinus perennis	257.9
2010	8/23/2010	6	Fenced	Miscellaneous litter	1.7
2010	8/23/2010	6	FoliarFungicide	Miscellaneous litter	1.7
2010	8/23/2010	6	Fenced	Panicum virgatum	4.1
2010	8/23/2010	6	FoliarFungicide	Panicum virgatum	4.1
2010	8/23/2010	6	Fenced	Petalostemum purpureum	51.7
2010	8/23/2010	6	FoliarFungicide	Petalostemum purpureum	51.7
2010	8/23/2010	6	Fenced	Poa pratensis	2.1
2010	8/23/2010	6	FoliarFungicide	Poa pratensis	2.1
2010	8/23/2010	6	Fenced	Schizachyrium scoparium	143.6
2010	8/23/2010	6	FoliarFungicide	Schizachyrium scoparium	143.6
2010	8/23/2010	6	Fenced	Sorghastrum nutans	1.6
2010	8/23/2010	6	FoliarFungicide	Sorghastrum nutans	1.6
2010	8/23/2010	6	Fenced	Sporobolus cryptandrus	3.8
2010	8/23/2010	6	FoliarFungicide	Sporobolus cryptandrus	3.8
2010	8/23/2010	6	Fenced	Taraxicum officinalis	3.6
2010	8/23/2010	6	FoliarFungicide	Taraxicum officinalis	3.6
2010	8/23/2010	7	AllPesticides	Amorpha canescens	0.4
