"","Plot","Year","Treatment","invsimpson_biomass","BigBioPlot","NumSp"
"537",37,2017,"Control",3.2664810047249,108,16
"538",37,2015,"Control",3.37158400696524,108,16
"539",37,2013,"Control",3.14970243781112,108,16
"540",37,2012,"Control",3.89967706468492,108,16
"541",37,2022,"Control",1.87110071743587,108,16
"542",37,2016,"Control",2.85890787479709,108,16
"543",37,2023,"Control",3.75962482452692,108,16
"544",37,2011,"Control",3.52502007354821,108,16
"545",38,2024,"SoilDrenchFungicide",2.63357669555519,108,16
"546",38,2012,"SoilDrenchFungicide",4.4105687153076,108,16
"547",38,2021,"SoilDrenchFungicide",4.33214007545178,108,16
"548",38,2017,"SoilDrenchFungicide",3.01942914912027,108,16
"549",38,2023,"SoilDrenchFungicide",3.10358661403401,108,16
"550",38,2014,"SoilDrenchFungicide",6.59846411075938,108,16
"551",38,2009,"SoilDrenchFungicide",5.46640314639245,108,16
"552",38,2015,"SoilDrenchFungicide",4.19190542354024,108,16
"553",38,2011,"SoilDrenchFungicide",3.10612301214585,108,16
"554",38,2016,"SoilDrenchFungicide",3.77769046397497,108,16
"555",38,2010,"SoilDrenchFungicide",3.25048936044667,108,16
"556",38,2022,"SoilDrenchFungicide",3.25872019685411,108,16
"557",38,2007,"SoilDrenchFungicide",2.52815502891315,108,16
"558",38,2018,"SoilDrenchFungicide",1.1559386499641,108,16
"559",38,2013,"SoilDrenchFungicide",3.92095272669099,108,16
"560",39,2013,"Insecticide",2.50516523790133,108,16
"561",39,2009,"Insecticide",5.00850625056345,108,16
"562",39,2011,"Insecticide",3.06222396691828,108,16
"563",39,2014,"Insecticide",4.08018858136514,108,16
"564",39,2012,"Insecticide",2.35999453089833,108,16
"565",39,2022,"Insecticide",4.15044155546947,108,16
"566",39,2021,"Insecticide",3.99089144035092,108,16
"567",39,2016,"Insecticide",5.43359601679631,108,16
"568",39,2017,"Insecticide",2.57824474875054,108,16
"569",39,2018,"Insecticide",2.37628571213906,108,16
"570",39,2007,"Insecticide",2.51410034236648,108,16
"571",39,2023,"Insecticide",3.36225850783805,108,16
"572",39,2015,"Insecticide",2.68104820093185,108,16
"573",39,2024,"Insecticide",2.62782702322435,108,16
"574",39,2010,"Insecticide",5.43961522392908,108,16
"575",40,2014,"FoliarFungicide",2.77368702141531,108,16
"576",40,2018,"FoliarFungicide",4.15373369695261,108,16
"577",40,2007,"FoliarFungicide",3.50757148259112,108,16
"578",40,2024,"FoliarFungicide",1.83805434397477,108,16
"579",40,2015,"FoliarFungicide",3.71000714166919,108,16
"580",40,2011,"FoliarFungicide",4.4208079851233,108,16
"581",40,2009,"FoliarFungicide",4.11084291795851,108,16
"582",40,2021,"FoliarFungicide",5.12198155467317,108,16
"583",40,2013,"FoliarFungicide",3.41246820126232,108,16
"584",40,2017,"FoliarFungicide",3.23060690951418,108,16
"585",40,2016,"FoliarFungicide",3.49929464637336,108,16
"586",40,2023,"FoliarFungicide",2.59287744405898,108,16
"587",40,2010,"FoliarFungicide",5.91599199469374,108,16
"588",40,2022,"FoliarFungicide",4.17644929104569,108,16
"589",40,2012,"FoliarFungicide",1.44745264964778,108,16
"590",41,2023,"Insecticide",1,109,1
"591",41,2015,"Insecticide",1,109,1
"592",41,2012,"Insecticide",1,109,1
"593",41,2021,"Insecticide",1,109,1
"594",41,2014,"Insecticide",1,109,1
"595",41,2018,"Insecticide",1,109,1
"596",41,2009,"Insecticide",1,109,1
"597",41,2007,"Insecticide",1,109,1
"598",41,2016,"Insecticide",1,109,1
"599",41,2017,"Insecticide",1,109,1
"600",41,2024,"Insecticide",1,109,1
"601",41,2010,"Insecticide",1,109,1
"602",41,2022,"Insecticide",1,109,1
"603",41,2013,"Insecticide",1,109,1
"604",41,2011,"Insecticide",1,109,1
"605",42,2018,"AllPesticides",1,109,1
"606",42,2015,"AllPesticides",1,109,1
"607",42,2013,"AllPesticides",1,109,1
"608",42,2023,"AllPesticides",1,109,1
"609",42,2021,"AllPesticides",1,109,1
"610",42,2012,"AllPesticides",1,109,1
"611",42,2017,"AllPesticides",1,109,1
"612",42,2016,"AllPesticides",1,109,1
"613",42,2014,"AllPesticides",1,109,1
"614",42,2009,"AllPesticides",1,109,1
"615",42,2011,"AllPesticides",1,109,1
"616",42,2007,"AllPesticides",1,109,1
"617",42,2024,"AllPesticides",1,109,1
"618",42,2010,"AllPesticides",1,109,1
"619",42,2022,"AllPesticides",1,109,1
"620",43,2017,"FoliarFungicide",1,109,1
"621",43,2007,"FoliarFungicide",1,109,1
"622",43,2013,"FoliarFungicide",1,109,1
"623",43,2016,"FoliarFungicide",1,109,1
"624",43,2021,"FoliarFungicide",1,109,1
"625",43,2011,"FoliarFungicide",1,109,1
"626",43,2010,"FoliarFungicide",1,109,1
"627",43,2023,"FoliarFungicide",1,109,1
"628",43,2022,"FoliarFungicide",1,109,1
"629",43,2012,"FoliarFungicide",1,109,1
"630",43,2014,"FoliarFungicide",1,109,1
"631",43,2024,"FoliarFungicide",1,109,1
"632",43,2015,"FoliarFungicide",1,109,1
"633",43,2009,"FoliarFungicide",1,109,1
"634",43,2018,"FoliarFungicide",1,109,1
"635",44,2012,"Control",1,109,1
"636",44,2011,"Control",1,109,1
"637",44,2015,"Control",1,109,1
"638",44,2017,"Control",1,109,1
"639",44,2007,"Control",1,109,1
"640",44,2013,"Control",1,109,1
"641",44,2016,"Control",1,109,1
"642",44,2014,"Control",1,109,1
"643",44,2023,"Control",1,109,1
"644",44,2024,"Control",1,109,1
"645",44,2010,"Control",1,109,1
"646",44,2021,"Control",1,109,1
"647",44,2009,"Control",1,109,1
"648",44,2022,"Control",1,109,1
"649",44,2018,"Control",1,109,1
"650",45,2022,"SoilDrenchFungicide",1,109,1
"651",45,2011,"SoilDrenchFungicide",1,109,1
"652",45,2024,"SoilDrenchFungicide",1,109,1
"653",45,2016,"SoilDrenchFungicide",1,109,1
"654",45,2013,"SoilDrenchFungicide",1,109,1
"655",45,2017,"SoilDrenchFungicide",1,109,1
"656",45,2010,"SoilDrenchFungicide",1,109,1
"657",45,2009,"SoilDrenchFungicide",1,109,1
"658",45,2007,"SoilDrenchFungicide",1,109,1
"659",45,2018,"SoilDrenchFungicide",1,109,1
"660",45,2023,"SoilDrenchFungicide",1,109,1
"661",45,2012,"SoilDrenchFungicide",1,109,1
"662",45,2015,"SoilDrenchFungicide",1,109,1
"663",45,2021,"SoilDrenchFungicide",1,109,1
"664",45,2014,"SoilDrenchFungicide",1,109,1
"665",46,2017,"SoilDrenchFungicide",2.19024558231635,110,4
"666",46,2010,"SoilDrenchFungicide",2.37456619499993,110,4
"667",46,2012,"SoilDrenchFungicide",2.34740744139102,110,4
"668",46,2007,"SoilDrenchFungicide",1.7728573393254,110,4
"669",46,2016,"SoilDrenchFungicide",1.13309443575125,110,4
"670",46,2018,"SoilDrenchFungicide",1.28413149715443,110,4
"671",46,2013,"SoilDrenchFungicide",1.2879013068671,110,4
"672",46,2014,"SoilDrenchFungicide",2.86733951639192,110,4
"673",46,2009,"SoilDrenchFungicide",2.19343053759605,110,4
"674",46,2023,"SoilDrenchFungicide",1.37139186448125,110,4
"675",46,2015,"SoilDrenchFungicide",1.31321557022385,110,4
"676",46,2022,"SoilDrenchFungicide",2.87527177530283,110,4
"677",46,2021,"SoilDrenchFungicide",1.93214088143094,110,4
"678",46,2024,"SoilDrenchFungicide",1.87042666434734,110,4
"679",46,2011,"SoilDrenchFungicide",2.81737837887435,110,4
"680",47,2017,"Control",1.97179020334745,110,4
"681",47,2016,"Control",1.34647116836196,110,4
"682",47,2015,"Control",1.1511006827957,110,4
"683",47,2018,"Control",1.52485414235706,110,4
"684",47,2012,"Control",1.9827648158269,110,4
"685",47,2010,"Control",2.86233487497507,110,4
"686",47,2023,"Control",2.3192169027394,110,4
"687",47,2013,"Control",2.69922228282812,110,4
"688",47,2011,"Control",1.33340884336739,110,4
"689",47,2021,"Control",2.87023649087079,110,4
"690",47,2014,"Control",2.06568969527797,110,4
"691",47,2009,"Control",1.46537666842621,110,4
"692",47,2024,"Control",1.25720025623283,110,4
"693",47,2007,"Control",2.06399489219586,110,4
"694",47,2022,"Control",1.13590843090164,110,4
"695",48,2007,"Insecticide",1.86703657550494,110,4
"696",48,2017,"Insecticide",1.9725999823875,110,4
"697",48,2011,"Insecticide",1.63365360821347,110,4
"698",48,2015,"Insecticide",1.43691940635224,110,4
"699",48,2018,"Insecticide",1.70530629623716,110,4
"700",48,2009,"Insecticide",2.26682637405536,110,4
"701",48,2014,"Insecticide",2.28040575430372,110,4
"702",48,2012,"Insecticide",2.03677239007665,110,4
"703",48,2016,"Insecticide",2.01321984969502,110,4
"704",48,2010,"Insecticide",2.074835353926,110,4
"705",48,2013,"Insecticide",1.89822035455524,110,4
"706",48,2023,"Insecticide",1.67931271175931,110,4
"707",48,2022,"Insecticide",1.91735829280019,110,4
"708",48,2021,"Insecticide",1.72771694079665,110,4
"709",48,2024,"Insecticide",2.48103296265749,110,4
"710",49,2007,"FoliarFungicide",2.62285785034622,110,4
"711",49,2012,"FoliarFungicide",1.78777321473754,110,4
"712",49,2022,"FoliarFungicide",1.37796869696418,110,4
"713",49,2017,"FoliarFungicide",2.02257192767667,110,4
"714",49,2023,"FoliarFungicide",1.09051153590304,110,4
"715",49,2013,"FoliarFungicide",2.73289891997669,110,4
"716",49,2014,"FoliarFungicide",2.04353978523311,110,4
"717",49,2018,"FoliarFungicide",1.25436737080623,110,4
"718",49,2011,"FoliarFungicide",2.90889123084486,110,4
"719",49,2016,"FoliarFungicide",2.38900925592755,110,4
"720",49,2010,"FoliarFungicide",2.00745955715155,110,4
"721",49,2009,"FoliarFungicide",1.53026628718469,110,4
"722",49,2021,"FoliarFungicide",2.6225905239154,110,4
"723",49,2024,"FoliarFungicide",2.10354608381653,110,4
"724",49,2015,"FoliarFungicide",2.53557662864114,110,4
"725",50,2018,"AllPesticides",1.33394836934531,110,4
"726",50,2015,"AllPesticides",1.90010168384177,110,4
"727",50,2010,"AllPesticides",2.06049612161546,110,4
"728",50,2024,"AllPesticides",1.62643312794896,110,4
"729",50,2021,"AllPesticides",1.17833437695679,110,4
"730",50,2014,"AllPesticides",1.80621562416277,110,4
"731",50,2017,"AllPesticides",1.89460157948045,110,4
"732",50,2016,"AllPesticides",1.48606502446009,110,4
"733",50,2007,"AllPesticides",2.93716058645793,110,4
"734",50,2012,"AllPesticides",1.77573828972171,110,4
"735",50,2009,"AllPesticides",1.99992863198943,110,4
"736",50,2011,"AllPesticides",2.91682978396926,110,4
"737",50,2022,"AllPesticides",1.11270966605935,110,4
"738",50,2013,"AllPesticides",2.25047809799724,110,4
"739",50,2023,"AllPesticides",1.43155015672557,110,4
"740",51,2007,"Control",1,137,1
"741",51,2010,"Control",1,137,1
"742",51,2022,"Control",1,137,1
"743",51,2009,"Control",1,137,1
"744",51,2015,"Control",1,137,1
"745",51,2018,"Control",1,137,1
"746",51,2013,"Control",1,137,1
"747",51,2014,"Control",1,137,1
"748",51,2012,"Control",1,137,1
"749",51,2021,"Control",1,137,1
"750",51,2024,"Control",1,137,1
"751",51,2017,"Control",1,137,1
"752",51,2016,"Control",1,137,1
"753",51,2023,"Control",1,137,1
"754",51,2011,"Control",1,137,1
"755",52,2022,"SoilDrenchFungicide",1,137,1
"756",52,2007,"SoilDrenchFungicide",1,137,1
"757",52,2021,"SoilDrenchFungicide",1,137,1
"758",52,2018,"SoilDrenchFungicide",1,137,1
"759",52,2014,"SoilDrenchFungicide",1,137,1
"760",52,2009,"SoilDrenchFungicide",1,137,1
"761",52,2013,"SoilDrenchFungicide",1,137,1
"762",52,2024,"SoilDrenchFungicide",1,137,1
"763",52,2010,"SoilDrenchFungicide",1,137,1
"764",52,2011,"SoilDrenchFungicide",1,137,1
"765",52,2023,"SoilDrenchFungicide",1,137,1
"766",52,2015,"SoilDrenchFungicide",1,137,1
"767",52,2012,"SoilDrenchFungicide",1,137,1
"768",52,2016,"SoilDrenchFungicide",1,137,1
"769",52,2017,"SoilDrenchFungicide",1,137,1
"770",53,2009,"FoliarFungicide",1,137,1
"771",53,2024,"FoliarFungicide",1,137,1
"772",53,2023,"FoliarFungicide",1,137,1
"773",53,2014,"FoliarFungicide",1,137,1
"774",53,2021,"FoliarFungicide",1,137,1
"775",53,2010,"FoliarFungicide",1,137,1
"776",53,2007,"FoliarFungicide",1,137,1
"777",53,2018,"FoliarFungicide",1,137,1
"778",53,2022,"FoliarFungicide",1,137,1
"779",53,2013,"FoliarFungicide",1,137,1
"780",53,2015,"FoliarFungicide",1,137,1
"781",53,2012,"FoliarFungicide",1,137,1
"782",53,2016,"FoliarFungicide",1,137,1
"783",53,2011,"FoliarFungicide",1,137,1
"784",53,2017,"FoliarFungicide",1,137,1
"785",54,2012,"Insecticide",1,137,1
"786",54,2018,"Insecticide",1,137,1
"787",54,2009,"Insecticide",1,137,1
"788",54,2023,"Insecticide",1,137,1
"789",54,2021,"Insecticide",1,137,1
"790",54,2007,"Insecticide",1,137,1
"791",54,2024,"Insecticide",1,137,1
"792",54,2014,"Insecticide",1,137,1
"793",54,2022,"Insecticide",1,137,1
"794",54,2017,"Insecticide",1,137,1
"795",54,2016,"Insecticide",1,137,1
"796",54,2013,"Insecticide",1,137,1
"797",54,2015,"Insecticide",1,137,1
"798",54,2010,"Insecticide",1,137,1
"799",54,2011,"Insecticide",1,137,1
"800",55,2012,"AllPesticides",1,137,1
"801",55,2013,"AllPesticides",1,137,1
"802",55,2022,"AllPesticides",1,137,1
"803",55,2016,"AllPesticides",1,137,1
"804",55,2015,"AllPesticides",1,137,1
"805",55,2011,"AllPesticides",1,137,1
"806",55,2017,"AllPesticides",1,137,1
"807",55,2009,"AllPesticides",1,137,1
"808",55,2010,"AllPesticides",1,137,1
"809",55,2024,"AllPesticides",1,137,1
"810",55,2018,"AllPesticides",1,137,1
"811",55,2021,"AllPesticides",1,137,1
"812",55,2007,"AllPesticides",1,137,1
"813",55,2014,"AllPesticides",1,137,1
"814",55,2023,"AllPesticides",1,137,1
"815",56,2014,"FoliarFungicide",1.23865763565768,138,4
"816",56,2017,"FoliarFungicide",1.07879379545616,138,4
"817",56,2018,"FoliarFungicide",1.02913491892235,138,4
"818",56,2012,"FoliarFungicide",1.06460216406396,138,4
"819",56,2024,"FoliarFungicide",1.01386487982601,138,4
"820",56,2007,"FoliarFungicide",1.68111521341569,138,4
"821",56,2009,"FoliarFungicide",1.92584101669574,138,4
"822",56,2010,"FoliarFungicide",1.98315108837131,138,4
"823",56,2016,"FoliarFungicide",1.15160597626776,138,4
"824",56,2021,"FoliarFungicide",1.00151706613091,138,4
"825",56,2022,"FoliarFungicide",1.39852703798179,138,4
"826",56,2013,"FoliarFungicide",1.05437520732913,138,4
"827",56,2011,"FoliarFungicide",1,138,4
"828",56,2023,"FoliarFungicide",1.00337789324966,138,4
"829",56,2015,"FoliarFungicide",1.99077762619373,138,4
"830",57,2010,"Insecticide",2.3746532224964,138,4
"831",57,2017,"Insecticide",1.53353626579564,138,4
"832",57,2013,"Insecticide",1.02688467516221,138,4
"833",57,2023,"Insecticide",1.67563018848301,138,4
"834",57,2012,"Insecticide",1.45254967774815,138,4
"835",57,2011,"Insecticide",1.53788174732725,138,4
"836",57,2009,"Insecticide",2.64619422572179,138,4
"837",57,2016,"Insecticide",1.21134536399639,138,4
"838",57,2015,"Insecticide",1.35495700205984,138,4
"839",57,2022,"Insecticide",1.17552358964646,138,4
"840",57,2018,"Insecticide",1.63361557490799,138,4
"841",57,2007,"Insecticide",1.47669066950106,138,4
"842",57,2021,"Insecticide",1.02563681183237,138,4
"843",57,2024,"Insecticide",1.04654886764266,138,4
"844",57,2014,"Insecticide",1.4180609921845,138,4
"845",58,2014,"SoilDrenchFungicide",1.21485995285781,138,4
"846",58,2016,"SoilDrenchFungicide",1.14282277117728,138,4
"847",58,2011,"SoilDrenchFungicide",1.03319243364949,138,4
"848",58,2007,"SoilDrenchFungicide",1.68629916221741,138,4
"849",58,2024,"SoilDrenchFungicide",1.18779949497727,138,4
"850",58,2013,"SoilDrenchFungicide",1.2248639616166,138,4
"851",58,2012,"SoilDrenchFungicide",1,138,4
"852",58,2015,"SoilDrenchFungicide",1.13655255677547,138,4
"853",58,2022,"SoilDrenchFungicide",1.01767330022223,138,4
"854",58,2009,"SoilDrenchFungicide",1.6,138,4
"855",58,2021,"SoilDrenchFungicide",1,138,4
"856",58,2010,"SoilDrenchFungicide",1.09781823518339,138,4
"857",58,2018,"SoilDrenchFungicide",1.13521144049592,138,4
"858",58,2023,"SoilDrenchFungicide",1.54053648873743,138,4
"859",58,2017,"SoilDrenchFungicide",1.00366511735004,138,4
"860",59,2010,"Control",1.11185312482237,138,4
"861",59,2017,"Control",1.04571413760033,138,4
"862",59,2024,"Control",1.03165846892138,138,4
"863",59,2014,"Control",2.01523646028627,138,4
"864",59,2013,"Control",1.45031930445487,138,4
"865",59,2016,"Control",1.20597871223577,138,4
"866",59,2007,"Control",1.91790193842645,138,4
"867",59,2018,"Control",2.07126938214235,138,4
"868",59,2023,"Control",1.08462407130552,138,4
"869",59,2021,"Control",1.21355704538815,138,4
"870",59,2015,"Control",1.31902728522834,138,4
"871",59,2009,"Control",2.0922322417339,138,4
"872",59,2012,"Control",1.14789007600563,138,4
"873",59,2022,"Control",1.22842026821665,138,4
"874",59,2011,"Control",1.23928721230736,138,4
"875",60,2022,"AllPesticides",1.15229255725354,138,4
"876",60,2010,"AllPesticides",2.94097136914518,138,4
"877",60,2012,"AllPesticides",1.36669067491421,138,4
"878",60,2014,"AllPesticides",1.79307407066602,138,4
"879",60,2007,"AllPesticides",1.85680649656432,138,4
"880",60,2024,"AllPesticides",1.22037480524046,138,4
"881",60,2015,"AllPesticides",1.12841146337439,138,4
"882",60,2023,"AllPesticides",2.350999082126,138,4
"883",60,2016,"AllPesticides",1.10099020650249,138,4
"884",60,2009,"AllPesticides",1.20417575568713,138,4
"885",60,2018,"AllPesticides",1.02000934824372,138,4
"886",60,2013,"AllPesticides",1,138,4
"887",60,2011,"AllPesticides",1.33127021923921,138,4
"888",60,2017,"AllPesticides",1.74689912793701,138,4
"889",60,2021,"AllPesticides",1.7908507410433,138,4
"890",61,2016,"Insecticide",1,167,1
"891",61,2018,"Insecticide",1,167,1
"892",61,2007,"Insecticide",1,167,1
"893",61,2022,"Insecticide",1,167,1
"894",61,2024,"Insecticide",1,167,1
"895",61,2015,"Insecticide",1,167,1
"896",61,2023,"Insecticide",1,167,1
"897",61,2013,"Insecticide",1,167,1
"898",61,2014,"Insecticide",1,167,1
"899",61,2009,"Insecticide",1,167,1
"900",61,2011,"Insecticide",1,167,1
"901",61,2021,"Insecticide",1,167,1
"902",61,2017,"Insecticide",1,167,1
"903",61,2010,"Insecticide",1,167,1
"904",61,2012,"Insecticide",1,167,1
"905",62,2016,"FoliarFungicide",1,167,1
"906",62,2024,"FoliarFungicide",1,167,1
"907",62,2018,"FoliarFungicide",1,167,1
"908",62,2014,"FoliarFungicide",1,167,1
"909",62,2023,"FoliarFungicide",1,167,1
"910",62,2012,"FoliarFungicide",1,167,1
"911",62,2010,"FoliarFungicide",1,167,1
"912",62,2017,"FoliarFungicide",1,167,1
"913",62,2007,"FoliarFungicide",1,167,1
"914",62,2009,"FoliarFungicide",1,167,1
"915",62,2011,"FoliarFungicide",1,167,1
"916",62,2015,"FoliarFungicide",1,167,1
"917",62,2021,"FoliarFungicide",1,167,1
"918",62,2022,"FoliarFungicide",1,167,1
"919",62,2013,"FoliarFungicide",1,167,1
"920",63,2021,"SoilDrenchFungicide",1,167,1
"921",63,2018,"SoilDrenchFungicide",1,167,1
"922",63,2024,"SoilDrenchFungicide",1,167,1
"923",63,2011,"SoilDrenchFungicide",1,167,1
"924",63,2009,"SoilDrenchFungicide",1,167,1
"925",63,2012,"SoilDrenchFungicide",1,167,1
"926",63,2007,"SoilDrenchFungicide",1,167,1
"927",63,2014,"SoilDrenchFungicide",1,167,1
"928",63,2023,"SoilDrenchFungicide",1,167,1
"929",63,2015,"SoilDrenchFungicide",1,167,1
"930",63,2016,"SoilDrenchFungicide",1,167,1
"931",63,2022,"SoilDrenchFungicide",1,167,1
"932",63,2013,"SoilDrenchFungicide",1,167,1
"933",63,2017,"SoilDrenchFungicide",1,167,1
"934",63,2010,"SoilDrenchFungicide",1,167,1
"935",64,2024,"Control",1,167,1
"936",64,2014,"Control",1,167,1
"937",64,2021,"Control",1,167,1
"938",64,2015,"Control",1,167,1
"939",64,2022,"Control",1,167,1
"940",64,2016,"Control",1,167,1
"941",64,2009,"Control",1,167,1
"942",64,2007,"Control",1,167,1
"943",64,2012,"Control",1,167,1
"944",64,2010,"Control",1,167,1
"945",64,2023,"Control",1,167,1
"946",64,2013,"Control",1,167,1
"947",64,2017,"Control",1,167,1
"948",64,2011,"Control",1,167,1
"949",64,2018,"Control",1,167,1
"950",64,2020,"Control",1,167,1
"951",65,2018,"AllPesticides",1,167,1
"952",65,2009,"AllPesticides",1,167,1
"953",65,2022,"AllPesticides",1,167,1
"954",65,2015,"AllPesticides",1,167,1
"955",65,2023,"AllPesticides",1,167,1
"956",65,2012,"AllPesticides",1,167,1
"957",65,2011,"AllPesticides",1,167,1
"958",65,2017,"AllPesticides",1,167,1
"959",65,2021,"AllPesticides",1,167,1
"960",65,2024,"AllPesticides",1,167,1
"961",65,2010,"AllPesticides",1,167,1
"962",65,2016,"AllPesticides",1,167,1
"963",65,2007,"AllPesticides",1,167,1
"964",65,2013,"AllPesticides",1,167,1
"965",66,2021,"SoilDrenchFungicide",1.66607745460389,176,4
"966",66,2024,"SoilDrenchFungicide",1.11858449621907,176,4
"967",66,2011,"SoilDrenchFungicide",1.26434505760694,176,4
"968",66,2016,"SoilDrenchFungicide",1.16081734518796,176,4
"969",66,2009,"SoilDrenchFungicide",1.93047497332775,176,4
"970",66,2015,"SoilDrenchFungicide",2.15246661968566,176,4
"971",66,2013,"SoilDrenchFungicide",2.05162299439934,176,4
"972",66,2010,"SoilDrenchFungicide",1.90422529047504,176,4
"973",66,2014,"SoilDrenchFungicide",1.83892417497485,176,4
"974",66,2023,"SoilDrenchFungicide",1.66291546695597,176,4
"975",66,2022,"SoilDrenchFungicide",1.37768050265586,176,4
"976",66,2012,"SoilDrenchFungicide",1.99968060126811,176,4
"977",66,2018,"SoilDrenchFungicide",1.8334375954726,176,4
"978",66,2017,"SoilDrenchFungicide",2.58418303337211,176,4
"979",66,2007,"SoilDrenchFungicide",1.05690528121829,176,4
"980",67,2024,"AllPesticides",1.03522765518166,176,4
"981",67,2016,"AllPesticides",1.43059455537161,176,4
"982",67,2022,"AllPesticides",1.09538275669654,176,4
"983",67,2017,"AllPesticides",1.58410370659786,176,4
"984",67,2012,"AllPesticides",1.59599877591326,176,4
"985",67,2023,"AllPesticides",1.02218569937716,176,4
"986",67,2009,"AllPesticides",1.68958679358227,176,4
"987",67,2010,"AllPesticides",1.5156345720207,176,4
"988",67,2018,"AllPesticides",2.07386604722076,176,4
"989",67,2015,"AllPesticides",1.40042927462025,176,4
"990",67,2007,"AllPesticides",1.40803589058758,176,4
"991",67,2011,"AllPesticides",1.87567560006275,176,4
"992",67,2013,"AllPesticides",1.30267281755115,176,4
"993",67,2021,"AllPesticides",1.97006615352502,176,4
"994",67,2014,"AllPesticides",1.97163201115538,176,4
"995",68,2011,"Insecticide",1.46905843536728,176,4
"996",68,2024,"Insecticide",1.09778689070185,176,4
"997",68,2014,"Insecticide",1.62958673119622,176,4
"998",68,2016,"Insecticide",1.86749551659094,176,4
"999",68,2009,"Insecticide",1.53895250261294,176,4
"1000",68,2007,"Insecticide",1.98302701032624,176,4
"1001",68,2012,"Insecticide",1.36434351134134,176,4
"1002",68,2018,"Insecticide",2.0411500994511,176,4
"1003",68,2022,"Insecticide",1.39677391353598,176,4
"1004",68,2017,"Insecticide",1.34629662950113,176,4
"1005",68,2021,"Insecticide",1.09373771642265,176,4
"1006",68,2015,"Insecticide",2.17298459610787,176,4
"1007",68,2010,"Insecticide",1.27627302518915,176,4
"1008",68,2013,"Insecticide",1.50097642248689,176,4
"1009",68,2023,"Insecticide",1.47667556081003,176,4
"1010",69,2022,"Control",1.16141912017847,176,4
"1011",69,2015,"Control",1.61355130982864,176,4
"1012",69,2021,"Control",1.42671300163153,176,4
"1013",69,2018,"Control",1.70564684293936,176,4
"1014",69,2007,"Control",1.60561708116802,176,4
"1015",69,2012,"Control",1.86015001209775,176,4
"1016",69,2024,"Control",1.28898369870608,176,4
"1017",69,2013,"Control",2.05905073830697,176,4
"1018",69,2023,"Control",1.09580501639326,176,4
"1019",69,2014,"Control",1,176,4
"1020",69,2017,"Control",1.22880704160483,176,4
"1021",69,2009,"Control",1.33409333602701,176,4
"1022",69,2016,"Control",1.18922232854389,176,4
"1023",69,2011,"Control",2.03134522706832,176,4
"1024",69,2010,"Control",1.13139117858787,176,4
"1025",70,2007,"FoliarFungicide",1.35991790107015,176,4
"1026",70,2014,"FoliarFungicide",1.71328953590197,176,4
"1027",70,2022,"FoliarFungicide",1.98216703303102,176,4
"1028",70,2013,"FoliarFungicide",1.27834011877638,176,4
"1029",70,2021,"FoliarFungicide",1.15147846530133,176,4
"1030",70,2015,"FoliarFungicide",1.61398228566515,176,4
"1031",70,2023,"FoliarFungicide",1.61286831360799,176,4
"1032",70,2016,"FoliarFungicide",1.75779004515875,176,4
"1033",70,2012,"FoliarFungicide",1.99189181661939,176,4
"1034",70,2009,"FoliarFungicide",1.3808471012316,176,4
"1035",70,2017,"FoliarFungicide",1.12691643449916,176,4
"1036",70,2011,"FoliarFungicide",1.04226299020223,176,4
"1037",70,2010,"FoliarFungicide",1.32278525618437,176,4
"1038",70,2018,"FoliarFungicide",1.17931627464394,176,4
"1039",70,2024,"FoliarFungicide",1.6869970359963,176,4
"1040",71,2013,"SoilDrenchFungicide",2.0014282176586,201,4
"1041",71,2022,"SoilDrenchFungicide",2.53599013690881,201,4
"1042",71,2017,"SoilDrenchFungicide",1.26502984876863,201,4
"1043",71,2015,"SoilDrenchFungicide",1.83352655394752,201,4
"1044",71,2011,"SoilDrenchFungicide",2.08136694985271,201,4
"1045",71,2010,"SoilDrenchFungicide",2.84379628324957,201,4
"1046",71,2018,"SoilDrenchFungicide",2.37123806421936,201,4
"1047",71,2016,"SoilDrenchFungicide",1.93860856601053,201,4
"1048",71,2023,"SoilDrenchFungicide",2.19038217571473,201,4
"1049",71,2014,"SoilDrenchFungicide",1.78111181187494,201,4
"1050",71,2024,"SoilDrenchFungicide",2.64665144013367,201,4
"1051",71,2007,"SoilDrenchFungicide",1.99034748115665,201,4
"1052",71,2009,"SoilDrenchFungicide",1.40651429506859,201,4
"1053",71,2021,"SoilDrenchFungicide",1.8261096092406,201,4
"1054",71,2012,"SoilDrenchFungicide",1.59424692828218,201,4
"1055",72,2010,"FoliarFungicide",1.81806218228671,201,4
"1056",72,2022,"FoliarFungicide",2.51050363386786,201,4
"1057",72,2015,"FoliarFungicide",2.13737765336409,201,4
"1058",72,2016,"FoliarFungicide",1.74884649996619,201,4
"1059",72,2007,"FoliarFungicide",2.76392416554616,201,4
"1060",72,2014,"FoliarFungicide",2.23577562396424,201,4
"1061",72,2017,"FoliarFungicide",1.98022504650968,201,4
"1062",72,2011,"FoliarFungicide",1.94223624156058,201,4
"1063",72,2018,"FoliarFungicide",2.29406592195436,201,4
"1064",72,2013,"FoliarFungicide",1.65354715007844,201,4
"1065",72,2012,"FoliarFungicide",2.57812979556761,201,4
"1066",72,2021,"FoliarFungicide",1.74859349602574,201,4
"1067",72,2023,"FoliarFungicide",2.1084585539754,201,4
"1068",72,2009,"FoliarFungicide",2.05944255341065,201,4
"1069",72,2024,"FoliarFungicide",2.40527459671144,201,4
