"","Species","Treatment","Year2","Year2.trend","SE","df","lower.CL","upper.CL","t.ratio","p.value","exp","Functional.group"
"134","Hieracium longipilum","FoliarFungicide",9.07142857142857,0.0425460618952828,0.0247012395829265,179.460000114752,-0.0061961780580958,0.0912883018486614,1.72242618644494,0.0867151237303637,"Oldfield experiment","F"
"135","Hieracium longipilum","AllPesticides",9.07142857142857,0.0236611608073349,0.0247012395829265,179.460000114757,-0.0250810791460438,0.0724034007607136,0.957893660676426,0.339405063016965,"Oldfield experiment","F"
"136","Hieracium longipilum","Control",9.07142857142857,0.103106062208805,0.031761588512186,270.000561801716,0.0405741960157978,0.165637928401811,3.24625017320043,0.00131694567293842,"Oldfield experiment","F"
"137","Lechea stricta","Insecticide",9.07142857142857,0.0490125694080648,0.0232599937936375,12,-0.00166660348749265,0.0996917423036223,2.10716175777621,0.056817479562941,"Oldfield experiment","F"
"138","Liatris aspera","Control",9.07142857142857,0.0159776706573255,0.0168348145270331,26.161875782681,-0.0186163682905804,0.0505717096052314,0.949085042289523,0.351262885717351,"Biodiversity experiment","F"
"139","Liatris aspera","Control",9.07142857142857,-0.0499005715675323,0.0234863892833188,93.9361748123866,-0.0965337611296032,-0.00326738200546128,-2.12465913621614,0.0362405272825668,"Oldfield experiment","F"
"140","Liatris aspera","Insecticide",9.07142857142857,-0.0118688221742338,0.0223177867744135,78.114652652826,-0.0562990953918627,0.032561451043395,-0.531809999539964,0.596366845193175,"Oldfield experiment","F"
"141","Liatris aspera","FoliarFungicide",9.07142857142857,-0.00386170485811353,0.0223177867744135,78.1146526528224,-0.0482919780757424,0.0405685683595153,-0.173032608347206,0.863073370463519,"Oldfield experiment","F"
"142","Liatris aspera","AllPesticides",9.07142857142857,-0.0115190847003345,0.0234863892833186,93.9361748124106,-0.0581522742624049,0.0351141048617359,-0.490457880152571,0.624953628575668,"Oldfield experiment","F"
"143","Liatris aspera","Fenced",9.07142857142857,-0.0161607393764481,0.0223177867744134,78.1146526528244,-0.060591012594077,0.0282695338411807,-0.724119265937958,0.471155694569253,"Oldfield experiment","F"
"144","Liatris aspera","SoilDrenchFungicide",9.07142857142857,0.0124661114243466,0.0174739665166765,30.3275100301091,-0.0232043355576553,0.0481365584063485,0.713410513431474,0.481046009273791,"Biodiversity experiment","F"
"145","Liatris aspera","SoilDrenchFungicide",9.07142857142857,0.0243961959084075,0.0234863892833186,93.9361748124112,-0.0222369936536628,0.0710293854704779,1.03873761156361,0.301593143249841,"Oldfield experiment","F"
"146","Liatris aspera","Insecticide",9.07142857142857,0.0146673661520998,0.017026694367898,27.3654162642713,-0.0202467096414665,0.0495814419456661,0.861433572200225,0.396484923585761,"Biodiversity experiment","F"
"147","Liatris aspera","FoliarFungicide",9.07142857142857,0.00407770146820796,0.017026694367898,27.3654162642712,-0.0308363743253583,0.0389917772617743,0.239488733403005,0.812511347047324,"Biodiversity experiment","F"
"148","Liatris aspera","AllPesticides",9.07142857142857,0.0197667144909483,0.0172386210320755,28.7412244463026,-0.0155040179954332,0.0550374469773299,1.14665288216319,0.260981853290928,"Biodiversity experiment","F"
"149","Lithospermum canescens","AllPesticides",9.07142857142857,-0.00209972526243985,0.0292591705783104,39.6807139545956,-0.061249540479042,0.0570500899541623,-0.0717629796381296,0.943151026976226,"Oldfield experiment","F"
"150","Lithospermum canescens","Fenced",9.07142857142857,-0.0179863864537398,0.0308157505902187,48.3480236226589,-0.0799340857032599,0.0439613127957803,-0.583675104751428,0.56215216304346,"Oldfield experiment","F"
"151","Lithospermum canescens","Control",9.07142857142857,-0.00160278870871338,0.0330132945447812,62.5295385145312,-0.0675843090304711,0.0643787316130443,-0.0485497957963348,0.961432820818267,"Oldfield experiment","F"
"152","Lithospermum canescens","Insecticide",9.07142857142857,0.0144924275525347,0.0271884127165561,29.8628590953931,-0.0410444137423367,0.0700292688474062,0.533036911849942,0.597952883390267,"Oldfield experiment","F"
"153","Lithospermum canescens","SoilDrenchFungicide",9.07142857142857,-0.0255537131421329,0.0292591705783104,39.6807139545956,-0.0847035283587351,0.0335961020744694,-0.873357399989857,0.387723118090722,"Oldfield experiment","F"
"154","Lithospermum canescens","FoliarFungicide",9.07142857142857,0.0262817456958362,0.0280945758185636,33.9246279444384,-0.0308179745554574,0.0833814659471298,0.935474016962038,0.35615577856838,"Oldfield experiment","F"
"155","Lithospermum caroliniense","Insecticide",9.07142857142857,0.056908385663527,0.022518377660271,62.6840012234547,0.0119045586853229,0.101912212641731,2.52719740836082,0.0140330917041703,"Oldfield experiment","F"
"156","Lithospermum caroliniense","FoliarFungicide",9.07142857142857,0.0639724238030052,0.022518377660271,62.6840012234547,0.0189685968248011,0.108976250781209,2.84089843274418,0.00606081393582304,"Oldfield experiment","F"
"157","Lithospermum caroliniense","Control",9.07142857142857,0.0530802132653259,0.0236078681850022,74.7093857952857,0.00604792946807957,0.100112497062572,2.24841196373026,0.0274989031267668,"Oldfield experiment","F"
"158","Lithospermum caroliniense","AllPesticides",9.07142857142857,0.0083838474355286,0.0225183776602709,62.6840012234539,-0.0366199795426755,0.0533876744137327,0.3723113432954,0.710916858126185,"Oldfield experiment","F"
"159","Lithospermum caroliniense","Fenced",9.07142857142857,0.0636406058527049,0.0236078681850021,74.7093857953412,0.0166083220554592,0.110672889649951,2.69573708875311,0.00867259777339439,"Oldfield experiment","F"
"160","Lithospermum caroliniense","SoilDrenchFungicide",9.07142857142857,0.0618102630313514,0.0236078681850021,74.7093857953405,0.0147779792341058,0.108842546828597,2.6182060382148,0.0106962914194506,"Oldfield experiment","F"
"161","Monarda fistulosa","AllPesticides",9.07142857142857,0.0463502799332935,0.0234148241752485,51.0972343170106,-0.00065476928208201,0.0933553291486689,1.9795271400026,0.0531560312093974,"Biodiversity experiment","F"
"162","Monarda fistulosa","Control",9.07142857142857,-0.017166600680902,0.0211354667270386,34.4136642729011,-0.0601000274122446,0.0257668260504407,-0.812217724008939,0.422249802981014,"Biodiversity experiment","F"
"163","Monarda fistulosa","SoilDrenchFungicide",9.07142857142857,-0.0147270801697753,0.0234148241752485,51.0972343170106,-0.0617321293851508,0.0322779690456002,-0.628963944360647,0.532174549490586,"Biodiversity experiment","F"
"164","Monarda fistulosa","Insecticide",9.07142857142857,-0.052904293713252,0.0279690501632538,129.810019157482,-0.108238475307039,0.00242988788053481,-1.89152986620756,0.0607816232963208,"Oldfield experiment","F"
"165","Monarda fistulosa","Insecticide",9.07142857142857,0.00963821077344677,0.0206195995410414,31.2457720799731,-0.0324023367464219,0.0516787582933154,0.467429580980115,0.643436189089056,"Biodiversity experiment","F"
"166","Monarda fistulosa","FoliarFungicide",9.07142857142857,-0.0169241012800338,0.021135466727039,34.4136642729019,-0.0598575280113771,0.0260093254513095,-0.800744147200805,0.428773607110666,"Biodiversity experiment","F"
"167","Monarda fistulosa","FoliarFungicide",9.07142857142857,0.0385207868008025,0.03422404292435,160.700539671813,-0.0290660838238573,0.106107657425462,1.1255475247606,0.262035262043808,"Oldfield experiment","F"
"168","Monarda fistulosa","Control",9.07142857142857,-0.00574583741882678,0.0342240429243501,160.700539671826,-0.0733327080434867,0.0618410332058332,-0.167888914571769,0.86688177149777,"Oldfield experiment","F"
"169","Monarda fistulosa","AllPesticides",9.07142857142857,0.0713329897812629,0.0279690501632538,129.810019157482,0.0159988081874761,0.12666717137505,2.55042589451183,0.0119205506783629,"Oldfield experiment","F"
"170","Monarda fistulosa","Fenced",9.07142857142857,0.00708348518563004,0.03422404292435,160.700539671815,-0.0605033854390298,0.0746703558102898,0.206973945225806,0.836292231193523,"Oldfield experiment","F"
"171","Monarda fistulosa","SoilDrenchFungicide",9.07142857142857,0.00230674281814217,0.0342240429243501,160.700539671815,-0.0652801278065177,0.0698936134428021,0.0674012367048824,0.946346070597162,"Oldfield experiment","F"
"172","Penstemon gracilis","Control",9.07142857142857,0.0546514402481045,0.0298253217932742,12.0000000000002,-0.0103323535240349,0.119635234020244,1.83238392621228,0.0918120959991737,"Oldfield experiment","F"
"173","Physalis virginiana","Control",9.07142857142857,-0.0251100558336801,0.0288722251671841,171.737069818471,-0.0821001782929277,0.0318800666255675,-0.869695899373213,0.38568052034245,"Oldfield experiment","F"
"174","Physalis virginiana","Insecticide",9.07142857142857,-0.0215254284971904,0.0260625669312874,132.108034677629,-0.0730793719501441,0.0300285149557633,-0.825913600680282,0.410342158517282,"Oldfield experiment","F"
"175","Physalis virginiana","FoliarFungicide",9.07142857142857,-0.0364857274775824,0.0260625669312874,132.108034677623,-0.0880396709305362,0.0150682159753714,-1.39992839438169,0.163878772020374,"Oldfield experiment","F"
"176","Physalis virginiana","Fenced",9.07142857142857,-0.00835277471579135,0.0260625669312873,132.10803467763,-0.059906718168745,0.0432011687371623,-0.320489333909934,0.749103791807075,"Oldfield experiment","F"
"177","Physalis virginiana","AllPesticides",9.07142857142857,-0.0418658949533448,0.022424533238909,83.1418170425732,-0.0864662645736127,0.00273447466692311,-1.86696840051515,0.0654306156950882,"Oldfield experiment","F"
"178","Polygala polygama","Control",9.07142857142857,0.0197602287227394,0.0214219153659669,105.857466282555,-0.0227114622367722,0.0622319196822511,0.922430528977471,0.358401704448289,"Oldfield experiment","F"
"179","Polygala polygama","Insecticide",9.07142857142857,0.0431141859721816,0.0226552414353661,128.143465548095,-0.0017126009419828,0.0879409728863461,1.90305568339157,0.0592765164558326,"Oldfield experiment","F"
"180","Polygala polygama","AllPesticides",9.07142857142857,0.0112438947831314,0.0214219153659665,105.857466282433,-0.03122779617638,0.0537155857426429,0.524878125557105,0.60076545158762,"Oldfield experiment","F"
"181","Polygala polygama","Fenced",9.07142857142857,0.00631578590818645,0.0226552414353661,128.143465548097,-0.038511001005978,0.0511425728223509,0.278778132919262,0.78086448080963,"Oldfield experiment","F"
"182","Polygala polygama","FoliarFungicide",9.07142857142857,0.015480498480624,0.0226552414353661,128.143465548095,-0.0293462884335405,0.0603072853947885,0.68330759240809,0.49564611612072,"Oldfield experiment","F"
"183","Polygala polygama","SoilDrenchFungicide",9.07142857142857,0.00234222194891035,0.0226552414353661,128.143465548085,-0.0424845649652542,0.0471690088630748,0.103385433149876,0.917818697755471,"Oldfield experiment","F"
"184","Rudbeckia serotina","SoilDrenchFungicide",9.07142857142857,-0.00745356723029199,0.039346975257163,99.9673069760839,-0.085517158107236,0.070610023646652,-0.18943177160575,0.850138512364841,"Oldfield experiment","F"
"185","Rudbeckia serotina","AllPesticides",9.07142857142857,-0.00286308933056607,0.0340027710972512,62.7357621008341,-0.0708178068096805,0.0650916281485483,-0.0842016470474528,0.933164227143556,"Oldfield experiment","F"
"186","Rudbeckia serotina","FoliarFungicide",9.07142857142857,-0.00305366403889281,0.029027428866771,35.4257543373053,-0.0619571711669115,0.0558498430891259,-0.105199260082882,0.916811101577071,"Oldfield experiment","F"
"187","Rudbeckia serotina","Control",9.07142857142857,0.00617050310515512,0.0340027710972514,62.7357621008282,-0.0617842143739599,0.0741252205842702,0.181470595073173,0.856583255291809,"Oldfield experiment","F"
"188","Rudbeckia serotina","Fenced",9.07142857142857,0.000872605715072974,0.0309869397084348,45.1377448013671,-0.0615330382719988,0.0632782497021447,0.0281604354377546,0.977658333143547,"Oldfield experiment","F"
"189","Rudbeckia serotina","Insecticide",9.07142857142857,0.000994312992469136,0.0309869397084349,45.1377448013672,-0.0614113309946027,0.0633999569795409,0.0320881313813147,0.974543240047699,"Oldfield experiment","F"
"190","Rumex acetosella","Insecticide",9.07142857142857,0.0119191794489472,0.0312315822247612,230.804270462632,-0.0496162651701096,0.073454624068004,0.381638668293192,0.703080511119982,"Oldfield experiment","F"
"191","Rumex acetosella","Control",9.07142857142857,0.0280157428586572,0.0241918795664415,153.082612116454,-0.0197772945158409,0.0758087802331552,1.15806391899867,0.248641504702677,"Oldfield experiment","F"
"192","Rumex acetosella","Fenced",9.07142857142857,0.071049865931058,0.0312315822247612,230.804270462635,0.00951442131200118,0.132585310550115,2.2749364863983,0.0238279731382258,"Oldfield experiment","F"
"193","Rumex acetosella","FoliarFungicide",9.07142857142857,0.0132634190244067,0.0270473436070257,190.379647749509,-0.0400875465675649,0.0666143846163784,0.490377880250003,0.624431213274561,"Oldfield experiment","F"
"194","Rumex acetosella","SoilDrenchFungicide",9.07142857142857,0.0589777844108915,0.0312315822247612,230.804270462632,-0.00255766020816529,0.120513229029948,1.88840206642276,0.0602261515031085,"Oldfield experiment","F"
"195","Rumex acetosella","AllPesticides",9.07142857142857,0.087055087856775,0.0270473436070257,190.379647749512,0.0337041222648034,0.140406053448747,3.21861877164757,0.00151429968149766,"Oldfield experiment","F"
"196","Sisyrinchium campestre","SoilDrenchFungicide",9.07142857142857,-0.000252067554358741,0.0259457499188041,51.4467662874409,-0.0523293534805176,0.0518252183718001,-0.00971517705780613,0.992286108203967,"Oldfield experiment","F"
"197","Sisyrinchium campestre","AllPesticides",9.07142857142857,-2.42559232451131e-05,0.0243327416834042,40.8373065361092,-0.0491711709001063,0.0491226590536161,-0.000996843001117975,0.99920948824884,"Oldfield experiment","F"
"198","Sisyrinchium campestre","Control",9.07142857142857,-0.0317110621069657,0.0315844965595549,96.8292190577219,-0.0943989410552536,0.0309768168413222,-1.00400720483773,0.317877571816151,"Oldfield experiment","F"
"199","Sisyrinchium campestre","Insecticide",9.07142857142857,0.0128983297445723,0.0315844965595544,96.8292190577263,-0.0497895492037146,0.0755862086928592,0.408375347071048,0.683899815217749,"Oldfield experiment","F"
"200","Sisyrinchium campestre","FoliarFungicide",9.07142857142857,-0.0421761993377897,0.0374576898381325,146.906474944104,-0.116201724795058,0.0318493261194789,-1.1259690472116,0.262014666160336,"Oldfield experiment","F"
"201","Solidago gigantea","Insecticide",9.07142857142857,0.0299385942496072,0.025095314934555,52.0335493275584,-0.0204180664555098,0.0802952549547242,1.19299535900158,0.238282766368101,"Oldfield experiment","F"
"202","Solidago gigantea","FoliarFungicide",9.07142857142857,0.0869106825446296,0.0250953149345549,52.0335493275619,0.0365540218395129,0.137267343249746,3.46322342522023,0.0010762534283184,"Oldfield experiment","F"
"203","Solidago gigantea","AllPesticides",9.07142857142857,0.0829122878002022,0.0276150528126061,70.3097596817987,0.0278400672951461,0.137984508305258,3.00243089748332,0.00370648625660924,"Oldfield experiment","F"
"204","Solidago missouriensis","Control",9.07142857142857,-0.00940531800933113,0.0402286655439009,34.1864379728693,-0.0911433832478367,0.0723327472291745,-0.233796420591363,0.816537455920425,"Oldfield experiment","F"
"205","Solidago missouriensis","AllPesticides",9.07142857142857,0.0160154045336284,0.0351570428282229,20.2693813179551,-0.0572584700690721,0.0892892791363289,0.455539011397505,0.65356388900341,"Oldfield experiment","F"
"206","Solidago missouriensis","Insecticide",9.07142857142857,0.0131229971145422,0.0351570428282229,20.2693813179551,-0.0601508774881581,0.0863968717172426,0.373267944595372,0.712824296283685,"Oldfield experiment","F"
"207","Solidago missouriensis","FoliarFungicide",9.07142857142857,0.0056260233789243,0.0377780570693395,26.847498807648,-0.071908754341679,0.0831608010995275,0.148923047275778,0.882727363552817,"Oldfield experiment","F"
"208","Solidago missouriensis","SoilDrenchFungicide",9.07142857142857,0.00451772557865537,0.0362282104806325,22.8038938191116,-0.070461716076169,0.0794971672334797,0.124701869585044,0.901852345596432,"Oldfield experiment","F"
"209","Solidago nemoralis","AllPesticides",9.07142857142857,-0.00976003947701727,0.0247091452223621,62.4116624877534,-0.0591464371607224,0.0396263582066879,-0.394997050249408,0.694191824997227,"Biodiversity experiment","F"
"210","Solidago nemoralis","Control",9.07142857142857,0.0249141194413571,0.0258325851453381,31.5507648834178,-0.0277345338505087,0.0775627727332228,0.964445459143419,0.34215713139117,"Oldfield experiment","F"
"211","Solidago nemoralis","SoilDrenchFungicide",9.07142857142857,0.0348816384395139,0.0258325851453379,31.550764883414,-0.0177670148523518,0.0875302917313795,1.35029607928377,0.186528212955418,"Oldfield experiment","F"
"212","Solidago nemoralis","SoilDrenchFungicide",9.07142857142857,-0.0592742551857073,0.024709145222362,62.4116624877529,-0.108660652869412,-0.00988785750200218,-2.39887922679185,0.0194457182875474,"Biodiversity experiment","F"
"213","Solidago nemoralis","FoliarFungicide",9.07142857142857,0.0199858002399928,0.0247091452223621,62.4116624877534,-0.0294005974437123,0.069372197923698,0.808842234732808,0.421678607757292,"Biodiversity experiment","F"
"214","Solidago nemoralis","Insecticide",9.07142857142857,0.00214027622794015,0.0247091452223621,62.4116624877537,-0.047246121455765,0.0515266739116453,0.0866187886581837,0.931251831610685,"Biodiversity experiment","F"
"215","Solidago nemoralis","Control",9.07142857142857,-0.00157602805418529,0.0247091452223617,62.4116624877623,-0.0509624257378896,0.047810369629519,-0.0637831879655228,0.949346714710793,"Biodiversity experiment","F"
"216","Solidago nemoralis","FoliarFungicide",9.07142857142857,0.0774792897580548,0.0258325851453379,31.5507648834141,0.0248306364661891,0.13012794304992,2.99928517886014,0.00524564556699819,"Oldfield experiment","F"
"217","Solidago nemoralis","AllPesticides",9.07142857142857,0.0284316194629221,0.0258325851453379,31.5507648834142,-0.0242170338289435,0.0810802727547877,1.1006106939341,0.279392631347372,"Oldfield experiment","F"
"218","Solidago nemoralis","Insecticide",9.07142857142857,0.0556268152662708,0.0258325851453379,31.5507648834143,0.00297816197440515,0.108275468558136,2.15335844064023,0.0390411672169975,"Oldfield experiment","F"
"219","Solidago nemoralis","Fenced",9.07142857142857,0.0480416467179301,0.0266765390728607,35.7744179286098,-0.00607273029971581,0.102156023735576,1.80089503314938,0.0801546157826648,"Oldfield experiment","F"
"220","Solidago rigida","Control",9.07142857142857,0.00894195604406466,0.016128398808624,76.9275619896178,-0.0231742715948237,0.041058183682953,0.554423049068165,0.580897650397437,"Biodiversity experiment","F"
"221","Solidago rigida","SoilDrenchFungicide",9.07142857142857,0.0202734280688658,0.0153704352145683,63.9342909064768,-0.0104331539575094,0.050980010095241,1.31898855080241,0.191877761754611,"Biodiversity experiment","F"
"222","Solidago rigida","AllPesticides",9.07142857142857,0.0182925750485193,0.0231115140324213,112.138102333889,-0.0274993116289426,0.0640844617259812,0.791491852193592,0.430328008938431,"Oldfield experiment","F"
"223","Solidago rigida","Insecticide",9.07142857142857,-0.00339763065342477,0.0150472392455849,58.8864555081791,-0.0335083016279193,0.0267130403210698,-0.225797609646014,0.822140702562988,"Biodiversity experiment","F"
"224","Solidago rigida","FoliarFungicide",9.07142857142857,-0.0387623751314407,0.0147540115902755,54.5532558280833,-0.0683355185305086,-0.00918923173237282,-2.62724309888636,0.0111535021084873,"Biodiversity experiment","F"
"225","Solidago rigida","SoilDrenchFungicide",9.07142857142857,-0.0357212330128533,0.0231115140324213,112.138102333889,-0.0815131196903152,0.0100706536646086,-1.54560332839912,0.125017914148955,"Oldfield experiment","F"
"226","Solidago rigida","AllPesticides",9.07142857142857,0.000866520569719993,0.0147540115902755,54.5532558280834,-0.0287066228293479,0.0304396639687879,0.0587311840185297,0.95338083262194,"Biodiversity experiment","F"
"227","Solidago rigida","FoliarFungicide",9.07142857142857,0.0240087913961435,0.0215287296121305,89.9387583915936,-0.0187621843960554,0.0667797671883425,1.11519777658481,0.267736668946832,"Oldfield experiment","F"
"228","Solidago rigida","Insecticide",9.07142857142857,-3.04236798198845e-05,0.0231115140324214,112.138102333857,-0.0458223103572821,0.0457614629976423,-0.00131638627297223,0.998952014969467,"Oldfield experiment","F"
"229","Tradescantia occidentalis","Control",9.07142857142857,0.0252779357929026,0.0282521970736625,74.5432050351439,-0.0310089803936715,0.0815648519794767,0.894724602373222,0.373814245246279,"Oldfield experiment","F"
"230","Tradescantia occidentalis","FoliarFungicide",9.07142857142857,-0.0196066096873407,0.0264977929931193,59.1035978573573,-0.0726266264947293,0.0334134071200478,-0.739933687776638,0.462269337890359,"Oldfield experiment","F"
"231","Tradescantia occidentalis","SoilDrenchFungicide",9.07142857142857,-0.00601866530334373,0.024126044558271,41.585496490316,-0.0547213761600265,0.0426840455533391,-0.249467553158456,0.80422728798711,"Oldfield experiment","F"
"232","Tradescantia occidentalis","AllPesticides",9.07142857142857,-0.0168661150928398,0.0264977929931192,59.1035978573575,-0.0698861319002283,0.0361539017145486,-0.636510183969643,0.526901477743179,"Oldfield experiment","F"
"233","Tradescantia occidentalis","Fenced",9.07142857142857,0.012013306195006,0.024126044558271,41.5854964903162,-0.0366894046616769,0.0607160170516888,0.497939318896246,0.621149956838959,"Oldfield experiment","F"
"234","Viola pedatifida","Insecticide",9.07142857142857,-0.00169594826256496,0.0274070008933577,48.5129486184884,-0.0567863684822915,0.0533944719571616,-0.0618801111863349,0.950912549577356,"Oldfield experiment","F"
"235","Viola pedatifida","Fenced",9.07142857142857,-0.0276795274099062,0.0262294994039116,40.9792340084486,-0.0806518913047431,0.0252928364849306,-1.05528233626062,0.297478329300002,"Oldfield experiment","F"
"236","Viola pedatifida","Control",9.07142857142857,-0.00950368618657348,0.0262294994039117,40.9792340084407,-0.0624760500814109,0.0434686777082639,-0.362328157324885,0.718968783070849,"Oldfield experiment","F"
"237","Viola pedatifida","SoilDrenchFungicide",9.07142857142857,0.00418061586484423,0.0253104493191697,35.6865025721314,-0.0471670168444514,0.0555282485741398,0.165173514390276,0.869739541767951,"Oldfield experiment","F"
"238","Viola pedatifida","AllPesticides",9.07142857142857,-0.0163493798388422,0.0253104493191697,35.6865025721317,-0.0676970125481378,0.0349982528704533,-0.645953757385868,0.522441684511332,"Oldfield experiment","F"
"239","Viola pedatifida","FoliarFungicide",9.07142857142857,0.0180203308738995,0.0253104493191697,35.6865025721313,-0.0333273018353961,0.069367963583195,0.711971986220379,0.481111013740561,"Oldfield experiment","F"
"240","Amorpha canescens","Control",9.07142857142857,0.019470430538104,0.0128068299613802,55.8557099238001,-0.00618619529875983,0.0451270563749679,1.52031615917587,0.134072564320192,"Biodiversity experiment","L"
"241","Amorpha canescens","Insecticide",9.07142857142857,0.0177744844639293,0.0128068299613801,55.8557099238001,-0.00788214137293437,0.043431110300793,1.38789103295113,0.170681913237684,"Biodiversity experiment","L"
"242","Amorpha canescens","FoliarFungicide",9.07142857142857,-0.00169235763942481,0.0128068299613801,55.8557099238003,-0.0273489834762885,0.0239642681974389,-0.132144929270415,0.895344538349527,"Biodiversity experiment","L"
"243","Amorpha canescens","SoilDrenchFungicide",9.07142857142857,0.0174553292692158,0.0140611916332567,79.6758938129872,-0.0105290814027608,0.0454397399411924,1.24138335672287,0.218106436812625,"Biodiversity experiment","L"
"244","Amorpha canescens","AllPesticides",9.07142857142857,0.004190439773873,0.0128068299613801,55.8557099238001,-0.0214661860629907,0.0298470656107367,0.327203514570706,0.744737102478468,"Biodiversity experiment","L"
"245","Lathyrus venosus","Control",9.07142857142857,-0.0166269632428937,0.0306874331548202,104.405620525143,-0.0774785123709496,0.0442245858851622,-0.541816683037955,0.589099248119137,"Oldfield experiment","L"
"246","Lathyrus venosus","SoilDrenchFungicide",9.07142857142857,-0.0298535270345602,0.0366943617564002,151.59308076801,-0.102351916322572,0.0426448622534517,-0.813572592779956,0.417165869346778,"Oldfield experiment","L"
"247","Lathyrus venosus","AllPesticides",9.07142857142857,-0.0716702748334514,0.0271908024540018,74.2025202548587,-0.125846674523402,-0.0174938751435009,-2.63582786696695,0.0102148060369185,"Oldfield experiment","L"
"248","Lathyrus venosus","Insecticide",9.07142857142857,0.0397848708857952,0.0366943617564002,151.593080768008,-0.0327135184022167,0.112283260173807,1.08422299725259,0.279987288387308,"Oldfield experiment","L"
"249","Lathyrus venosus","FoliarFungicide",9.07142857142857,-0.0315498059270391,0.0306874331548202,104.405620525148,-0.0924013550550948,0.0293017432010166,-1.02810182161109,0.306277902518285,"Oldfield experiment","L"
"250","Lathyrus venosus","Fenced",9.07142857142857,-0.0386252149230945,0.0306874331548202,104.405620525148,-0.0994767640511503,0.0222263342049613,-1.25866554977823,0.210958354724084,"Oldfield experiment","L"
"251","Lespedeza capitata","Control",9.07142857142857,-0.00676020881224246,0.0182176326841543,22.0727384477311,-0.0445340492694974,0.0310136316450125,-0.371080531123152,0.714115395200098,"Biodiversity experiment","L"
"252","Lespedeza capitata","Insecticide",9.07142857142857,-0.0296259095476746,0.0182176326841536,22.0727384477304,-0.0673997500049283,0.00814793090957903,-1.62622169747908,0.118096006103875,"Biodiversity experiment","L"
"253","Lespedeza capitata","AllPesticides",9.07142857142857,-0.0249565092958894,0.0182176326841536,22.0727384477304,-0.062730349753143,0.0128173311613643,-1.36990956665832,0.184490368919192,"Biodiversity experiment","L"
"254","Lespedeza capitata","Insecticide",9.07142857142857,-0.0469679251370071,0.0255962433796016,34.9986372843011,-0.0989311340807788,0.00499528380676461,-1.83495384226723,0.075023584324385,"Oldfield experiment","L"
"255","Lespedeza capitata","FoliarFungicide",9.07142857142857,-0.0617467891511764,0.0182176326841536,22.0727384477303,-0.0995206296084301,-0.0239729486939228,-3.38939697718717,0.00262839530819587,"Biodiversity experiment","L"
"256","Lespedeza capitata","SoilDrenchFungicide",9.07142857142857,-0.0345376276327303,0.0182176326841536,22.0727384477304,-0.072311468089984,0.00323621282452332,-1.89583510829991,0.0711501607983996,"Biodiversity experiment","L"
"257","Lespedeza capitata","Fenced",9.07142857142857,-0.0371387351669312,0.0255962433796016,34.998637284301,-0.0891019441107029,0.0148244737768405,-1.45094475842218,0.155699902814968,"Oldfield experiment","L"
"258","Lespedeza capitata","FoliarFungicide",9.07142857142857,-0.0808880041838097,0.0255962433796016,34.9986372843009,-0.132851213127581,-0.028924795240038,-3.16015139347643,0.0032464229391734,"Oldfield experiment","L"
"259","Lespedeza capitata","SoilDrenchFungicide",9.07142857142857,-0.0245712682352385,0.0255962433796016,34.9986372843011,-0.0765344771790102,0.0273919407085332,-0.959956032251988,0.343662666789547,"Oldfield experiment","L"
"260","Lespedeza capitata","Control",9.07142857142857,-0.0101363093568859,0.0255962433796012,34.9986372843012,-0.0620995183006569,0.041826899586885,-0.396007695604427,0.694503329077267,"Oldfield experiment","L"
"261","Lespedeza capitata","AllPesticides",9.07142857142857,-0.0206555193746517,0.0255962433796016,34.9986372843009,-0.0726187283184234,0.03130768956912,-0.806974643439775,0.425131361535081,"Oldfield experiment","L"
"262","Lupinus perennis","AllPesticides",9.07142857142857,-0.0704447658229566,0.0266810668235845,15.8182693152417,-0.127058958881099,-0.0138305727648144,-2.64025296622276,0.0179447879711477,"Biodiversity experiment","L"
"263","Lupinus perennis","FoliarFungicide",9.07142857142857,-0.034182163583708,0.0266810668235845,15.8182693152417,-0.0907963566418502,0.0224320294744342,-1.28113931162201,0.218608873763891,"Biodiversity experiment","L"
"264","Lupinus perennis","SoilDrenchFungicide",9.07142857142857,-0.0683937249897317,0.0266810668235845,15.8182693152417,-0.125007918047874,-0.0117795319315895,-2.56338044658978,0.0209662367349656,"Biodiversity experiment","L"
"265","Lupinus perennis","Control",9.07142857142857,-0.0535873917535499,0.0266810668235834,15.8182693152411,-0.11020158481169,0.0030268013045902,-2.00844261992493,0.0619851089973809,"Biodiversity experiment","L"
"266","Lupinus perennis","Insecticide",9.07142857142857,-0.0481383839937908,0.0266810668235845,15.8182693152416,-0.104752577051933,0.00847580906435143,-1.80421511298939,0.0902716624588606,"Biodiversity experiment","L"
"267","Petalostemum candidum","FoliarFungicide",9.07142857142857,-0.0317886504501599,0.0243220813907233,167.776302888437,-0.0798054078083042,0.0162281069079845,-1.30698725736048,0.193005547410782,"Biodiversity experiment","L"
"268","Petalostemum candidum","SoilDrenchFungicide",9.07142857142857,-0.0242210343502791,0.0243220813907234,167.776302888437,-0.0722377917084237,0.0237957230078654,-0.995845460804895,0.320759319905898,"Biodiversity experiment","L"
"269","Petalostemum candidum","Control",9.07142857142857,-0.0180314559444604,0.0222233829382136,134.697111540269,-0.0619833625514044,0.0259204506624836,-0.811373137680802,0.418582850715698,"Biodiversity experiment","L"
